income,age,degree,region
19681.4019262991,62,Университет,Север
10527.690864285547,63,Школа,Юг
19392.123246545674,70,Университет,Восток
22595.703650956602,43,Университет,Восток
8303.931496909941,44,Школа,Запад
21198.459246762144,26,Университет,Запад
11265.016193684361,25,Школа,Север
17378.40084336064,43,Университет,Юг
10117.952358952782,52,Школа,Восток
11511.399076096286,68,Школа,Запад
11857.455986588137,48,Школа,Запад
10591.385582799669,62,Школа,Юг
22353.776408961432,41,Университет,Юг
10781.367485527919,45,Школа,Запад
11027.305824150113,47,Школа,Запад
11503.307737973108,69,Школа,Север
12853.999257468338,40,Школа,Юг
19648.563995168937,68,Университет,Восток
20026.356254963404,26,Университет,Запад
9662.20701654157,36,Школа,Запад
20335.604567716135,39,Университет,Запад
23852.46851615953,60,Университет,Запад
12145.450638659644,68,Школа,Север
18737.820509662317,39,Университет,Юг
19799.10606882265,41,Университет,Запад
21745.534448552804,47,Университет,Юг
19186.98443813446,59,Университет,Восток
9549.319918370486,68,Школа,Восток
23689.919332348298,26,Университет,Восток
19773.248743053628,20,Университет,Восток
12909.333632058773,51,Школа,Юг
23510.646379061876,32,Университет,Восток
9533.075817662071,49,Школа,Восток
19220.07488688572,42,Университет,Запад
20447.735827037668,70,Университет,Запад
8822.74455865275,38,Школа,Запад
11242.067757005485,51,Школа,Север
20588.696176293226,49,Университет,Запад
11721.160031772602,48,Школа,Восток
13793.886912465641,68,Школа,Юг
12634.969961540639,64,Школа,Восток
11978.479550824712,48,Школа,Юг
7067.903174064164,49,Школа,Восток
11886.75196420475,35,Школа,Север
14445.255321409099,59,Школа,Запад
14978.954967372967,38,Университет,Восток
22378.76508595125,37,Университет,Запад
10681.282850487072,20,Школа,Север
9300.40999395411,33,Школа,Север
22602.257167823907,70,Университет,Запад
14419.411801214661,66,Школа,Запад
12550.461457675508,69,Школа,Юг
10257.616097476946,21,Школа,Запад
19113.06035118369,47,Университет,Запад
21289.255267579087,68,Университет,Юг
22746.338584763176,69,Университет,Восток
20225.893947532546,49,Университет,Юг
20419.234016698407,57,Университет,Восток
16644.000499676797,70,Школа,Восток
23157.30389191945,23,Университет,Восток
13300.257356787264,20,Школа,Юг
18079.428187882375,27,Университет,Юг
19585.62264141308,48,Университет,Север
21149.363278908477,58,Университет,Восток
8997.724884229701,22,Школа,Юг
14200.79459777859,51,Школа,Север
23820.62461318129,29,Университет,Восток
19932.909325231893,29,Университет,Юг
24567.83721321497,38,Университет,Юг
10991.495806560115,65,Школа,Юг
26178.7794347781,53,Университет,Запад
21289.372261050074,52,Университет,Север
22152.385500656845,42,Университет,Юг
23799.806882339115,47,Университет,Запад
23555.26669961562,51,Университет,Север
22021.464132271787,69,Университет,Север
20717.71936111233,26,Университет,Запад
22028.265399986238,48,Университет,Север
9367.63165624777,27,Школа,Запад
11304.267437728231,20,Школа,Восток
18781.38493500401,22,Университет,Юг
17438.2367198394,43,Университет,Запад
21100.853528278887,42,Университет,Север
13524.555781343344,27,Школа,Север
12851.60928319212,66,Школа,Восток
20836.175408548785,56,Университет,Восток
24493.979396350995,22,Университет,Восток
9861.877218306852,70,Школа,Восток
7164.334676403953,52,Школа,Восток
16635.797411598076,47,Университет,Юг
8637.618118808567,66,Школа,Запад
22633.24948652446,27,Университет,Восток
9730.394633065227,53,Школа,Восток
21921.917283714603,54,Университет,Юг
24292.566767167955,51,Университет,Запад
18799.80607484439,43,Университет,Восток
11956.99946359178,33,Школа,Запад
22077.926145311445,51,Университет,Запад
9278.524023053793,65,Школа,Юг
13708.421850490166,62,Школа,Юг
20424.585888901045,35,Университет,Восток
20232.49403817398,23,Университет,Север
25223.226436835947,56,Университет,Юг
12045.533484733436,40,Школа,Запад
12850.581099370997,33,Школа,Запад
13709.785863043679,50,Школа,Восток
19699.052001081567,67,Университет,Восток
23499.642194107357,37,Университет,Восток
19996.21177000466,26,Университет,Запад
19910.753221323404,29,Университет,Юг
10456.000055383727,26,Школа,Север
9755.87033011009,52,Школа,Юг
12644.312865314325,42,Школа,Север
11534.421310290112,40,Школа,Юг
10017.551170765775,38,Школа,Восток
22349.010066309645,67,Университет,Запад
10449.635125227309,38,Школа,Север
20343.859259270648,55,Университет,Юг
11097.367769803088,48,Школа,Запад
21926.920711332434,37,Университет,Север
21779.69529875484,21,Университет,Север
20273.50163549434,20,Университет,Запад
12694.222414878805,66,Школа,Восток
20555.21169784069,24,Университет,Запад
19690.03102278256,39,Университет,Восток
8063.956702465297,30,Школа,Юг
12966.356961998043,61,Школа,Юг
11024.780152388015,21,Школа,Запад
21421.74471702103,22,Университет,Восток
23091.605831399032,42,Университет,Юг
20045.18753680437,31,Университет,Восток
8251.201503051743,39,Школа,Восток
11139.561404430437,24,Школа,Восток
21615.92310416059,56,Университет,Запад
10474.301867679254,57,Школа,Восток
23947.475156152337,49,Университет,Запад
16027.666864557286,28,Университет,Юг
13240.113275799566,53,Школа,Юг
22582.30730072845,63,Университет,Север
11913.541555400918,54,Школа,Север
14328.196901061809,41,Университет,Юг
13567.777566540537,63,Школа,Восток
18947.13177872823,43,Университет,Восток
9984.616043233227,36,Школа,Юг
10658.814670419863,29,Школа,Юг
21814.83606930395,49,Университет,Север
12278.856084385101,65,Школа,Восток
22785.681108638593,42,Университет,Юг
12631.707020157031,51,Школа,Север
21505.85440842625,36,Университет,Север
11831.845318115182,69,Школа,Восток
18818.49256835551,70,Университет,Север
9497.946386361955,36,Школа,Север
12790.920447349665,33,Школа,Запад
12674.418973457363,28,Школа,Юг
22447.59883288884,59,Университет,Восток
9971.166476686945,21,Школа,Юг
22820.984263887392,64,Университет,Запад
18677.511095039285,44,Университет,Восток
13154.719619724547,58,Школа,Юг
20478.25839750822,28,Университет,Север
14368.340812681265,41,Школа,Восток
7957.1158158690305,62,Школа,Запад
24526.808091837043,65,Университет,Север
20277.071341673076,23,Университет,Запад
20241.041487976512,45,Университет,Север
11389.677637971194,48,Школа,Юг
9605.842174398607,64,Школа,Юг
10855.341997395386,53,Школа,Юг
19524.747469458292,42,Университет,Запад
19597.872938041626,56,Университет,Восток
21973.771900601143,30,Университет,Юг
9196.869009392967,25,Школа,Запад
9463.611529989035,37,Школа,Север
8254.417500507181,40,Школа,Юг
9992.13864007732,61,Школа,Север
13623.204059447844,55,Школа,Юг
19308.132719794063,60,Университет,Север
19536.733469625517,57,Университет,Запад
21387.843892963072,53,Университет,Юг
10258.407132400947,36,Школа,Запад
15456.308866699299,56,Школа,Запад
20674.944070647485,44,Университет,Север
11670.436692434743,57,Школа,Юг
22887.537569598644,31,Университет,Восток
12849.155731725701,42,Школа,Восток
11466.57516311476,61,Школа,Запад
20677.745026628,41,Университет,Север
15048.057072758515,40,Школа,Север
20800.479449371465,46,Университет,Север
20116.61979114304,50,Университет,Юг
9708.302023411963,25,Школа,Юг
7546.393594586489,46,Школа,Север
22643.231504474326,59,Университет,Восток
16303.863205798347,53,Университет,Восток
10988.55431819016,31,Школа,Юг
20590.27873145723,64,Университет,Север
15479.930384462896,26,Школа,Восток
7336.697542572747,29,Школа,Восток
9197.793426031287,64,Школа,Юг
10727.807082636702,36,Школа,Юг
10604.941325061664,45,Школа,Восток
19900.91081837991,40,Университет,Север
10838.024181195666,47,Школа,Восток
8480.874542260517,65,Школа,Восток
11714.385757989878,21,Школа,Север
16357.029315844844,62,Университет,Юг
20948.461288245486,20,Университет,Север
9799.286611472853,70,Школа,Север
13032.575885513272,55,Школа,Север
14510.62214126661,70,Школа,Север
10337.895662499284,45,Школа,Юг
13781.451858282862,48,Школа,Восток
10367.767438739178,40,Школа,Запад
9067.74695374182,30,Школа,Юг
24491.80726437124,59,Университет,Север
12041.552889468014,30,Школа,Восток
21008.87704521963,55,Университет,Восток
22374.354950197296,68,Университет,Север
21548.430070260336,58,Университет,Юг
10861.561184116963,59,Школа,Север
8347.130345384006,54,Школа,Восток
10458.926525677467,53,Школа,Восток
22246.510846916946,66,Университет,Юг
10754.45714862638,43,Школа,Запад
22804.65152226077,41,Университет,Север
21767.31004773358,24,Университет,Запад
9243.727363829186,52,Школа,Восток
18361.65608433575,55,Университет,Запад
10685.643000139664,66,Школа,Север
9951.543103790826,39,Школа,Север
11672.643619243372,38,Школа,Восток
9563.72468247454,54,Школа,Юг
19769.215348490245,62,Университет,Юг
13106.139435189825,36,Школа,Восток
11296.405937255795,64,Школа,Север
19594.545869145415,62,Университет,Юг
21035.28361747004,53,Университет,Запад
13757.822486003366,28,Школа,Восток
21587.573376549444,45,Университет,Запад
22185.901618850257,21,Университет,Север
9495.530926945115,28,Школа,Юг
13052.8387542692,28,Школа,Север
15636.204520927604,59,Школа,Запад
19417.064714974294,36,Университет,Север
18636.21205125602,20,Университет,Север
21351.084487670298,44,Университет,Восток
12751.010099688821,62,Школа,Восток
10817.220655899477,59,Школа,Север
8893.587207914674,61,Школа,Восток
10782.83167643922,44,Школа,Север
22196.18454555491,58,Университет,Запад
20185.936346107883,54,Университет,Восток
12214.510035509844,22,Школа,Север
13329.42157047982,69,Школа,Восток
11480.461251540895,56,Школа,Север
10944.104457443415,63,Школа,Восток
12658.687850452563,63,Школа,Юг
9287.798345125539,70,Школа,Север
9090.580332614154,49,Школа,Юг
10466.85543014203,57,Школа,Север
10016.241090371066,53,Школа,Юг
9393.316049419049,31,Школа,Север
24660.936949997547,38,Университет,Восток
15343.986418988583,56,Школа,Юг
20292.589915488836,63,Университет,Восток
11183.43789949673,68,Школа,Север
10624.314359872418,36,Школа,Восток
13214.998480236312,29,Школа,Север
13611.291123680094,68,Школа,Восток
17445.472402620708,66,Университет,Юг
11952.021600131251,31,Школа,Север
18386.357317677703,35,Университет,Восток
24516.544315750558,43,Университет,Север
21880.496060420795,38,Университет,Север
19353.300923274728,27,Университет,Север
20517.357224124295,50,Университет,Запад
10422.045483467684,40,Школа,Север
22050.22588577163,36,Университет,Восток
13083.825208354956,42,Школа,Запад
8703.58541605658,56,Школа,Восток
14677.509001824226,35,Школа,Запад
24211.380215641686,25,Университет,Север
19249.35286481791,27,Университет,Юг
11145.603588724618,44,Школа,Юг
24421.61708822863,37,Университет,Север
13465.837173354967,44,Школа,Запад
10326.51393990421,31,Школа,Восток
12628.679629135746,34,Школа,Юг
16994.396583438276,45,Школа,Север
11210.319963702425,60,Школа,Север
19734.70349711996,64,Университет,Запад
21344.8397041828,45,Университет,Юг
11493.104190994636,66,Школа,Север
9950.926521999803,51,Школа,Юг
21883.250135628434,29,Университет,Восток
18491.197880544998,35,Университет,Север
9668.932265982641,26,Школа,Север
12516.489552309595,36,Школа,Восток
17490.258296915497,42,Университет,Север
22806.335183989555,45,Университет,Запад
6976.037268588594,40,Школа,Восток
7537.35084224737,41,Школа,Запад
20002.042513888227,26,Университет,Восток
11573.727685638702,33,Школа,Восток
23650.527206254777,34,Университет,Запад
11115.245526319191,26,Школа,Восток
20506.89278484802,28,Университет,Юг
12159.16249596961,70,Школа,Запад
9258.202359064131,67,Школа,Восток
21278.830318692813,27,Университет,Запад
8601.10748408928,69,Школа,Восток
21165.181033750825,42,Университет,Восток
10740.327348301193,48,Школа,Юг
9391.464157101165,37,Школа,Юг
11330.081273075479,50,Школа,Юг
21317.099306319287,49,Университет,Восток
13350.908024678269,58,Школа,Юг
7788.733193874425,54,Школа,Запад
10847.902184605915,37,Школа,Восток
19479.475200593042,61,Университет,Запад
22739.524116352582,58,Университет,Юг
12507.824130384266,36,Школа,Восток
12015.759690137242,33,Школа,Запад
19592.333483861075,50,Университет,Север
12770.941165880191,43,Школа,Запад
17939.738142513335,54,Университет,Восток
17529.378592814457,63,Университет,Север
18448.25800019615,64,Университет,Юг
10933.050379346188,53,Школа,Юг
22350.32880197659,22,Университет,Запад
15047.935051980952,56,Университет,Юг
23645.485663759573,62,Университет,Запад
11262.224392356868,59,Школа,Запад
7864.45530482045,45,Школа,Запад
11201.893940579163,42,Школа,Запад
23185.05082935684,63,Университет,Восток
22198.88203061252,58,Университет,Восток
13198.14612510793,34,Школа,Север
8267.506741205778,68,Школа,Север
10171.98952972319,23,Школа,Юг
19150.615538952938,48,Университет,Восток
24435.160410088636,41,Университет,Север
12278.72568697326,44,Школа,Восток
16694.01917791528,32,Школа,Восток
10064.780933165544,37,Школа,Юг
19550.65157663539,52,Университет,Юг
20714.3467228097,35,Университет,Запад
23756.7144428451,64,Университет,Восток
10267.760621249305,61,Школа,Запад
21248.87519581389,63,Университет,Запад
11193.38140577364,21,Школа,Запад
21078.99352240438,54,Университет,Восток
9695.203079075043,61,Школа,Восток
20725.417864179268,53,Университет,Запад
20639.794797297283,49,Университет,Восток
20984.870680650703,32,Университет,Запад
22887.033636305416,32,Университет,Север
14521.256069248984,37,Школа,Восток
9319.130474660586,51,Школа,Юг
20216.01275042457,51,Университет,Юг
9349.976203187627,54,Школа,Запад
11374.203074444546,58,Школа,Север
9923.301084978046,65,Школа,Восток
21479.593667483976,48,Университет,Запад
13207.253820889575,68,Школа,Север
5948.3366283907835,48,Школа,Север
11983.559779201381,63,Школа,Восток
10079.625902204241,35,Школа,Юг
21920.84453596878,63,Университет,Юг
19207.0611244996,66,Университет,Север
23392.52197661375,29,Университет,Юг
12826.561236080568,49,Школа,Север
22136.704297085285,44,Университет,Север
22586.451435620198,58,Университет,Север
9508.759065655653,39,Школа,Юг
19760.75249062142,24,Университет,Запад
22504.87240163496,20,Университет,Юг
19464.541714462775,49,Университет,Запад
23891.270093316176,68,Университет,Юг
10352.817857437936,22,Школа,Восток
12003.788779721244,64,Школа,Восток
25198.49903851018,33,Университет,Юг
9587.553291863847,49,Школа,Восток
11137.523501689566,69,Школа,Восток
23108.366329274613,23,Университет,Восток
22902.554777753063,37,Университет,Восток
10344.369379521284,56,Школа,Запад
19966.539124956293,44,Университет,Север
20533.728134909896,67,Университет,Запад
23895.71553230273,20,Университет,Север
10441.788287280107,65,Школа,Север
11156.23138496693,34,Школа,Юг
10146.42705815315,28,Школа,Юг
12411.097129591973,34,Школа,Юг
11311.050075167313,68,Школа,Юг
8993.132378483542,43,Школа,Юг
9062.35177193001,23,Школа,Запад
17002.788866888986,31,Университет,Запад
9337.357181748768,56,Школа,Восток
22587.891607264344,56,Университет,Запад
23647.521076024535,62,Университет,Запад
12371.116726434368,25,Школа,Юг
22109.26440128136,58,Университет,Восток
20746.9479009427,65,Университет,Запад
12549.829109827973,43,Школа,Запад
21572.55644616377,30,Университет,Восток
14608.897943974249,32,Школа,Север
20803.109371646504,53,Университет,Юг
13686.016167472262,44,Школа,Запад
22748.228163635722,26,Университет,Запад
12470.886572408317,23,Школа,Восток
16977.01734907636,27,Университет,Запад
12858.379123095421,39,Школа,Юг
20744.98404218169,48,Университет,Запад
20112.147011130215,70,Университет,Север
8034.173917644173,64,Школа,Юг
20988.825732063633,65,Университет,Север
11067.103193636485,29,Школа,Восток
18393.99615637039,62,Университет,Юг
8053.439654212616,53,Школа,Запад
21973.23896025622,45,Университет,Юг
22743.410262122754,60,Университет,Юг
11380.565819844844,68,Школа,Юг
13301.669299368725,22,Школа,Север
10827.230031297004,25,Школа,Восток
20891.297451199596,24,Университет,Юг
9165.94394251842,24,Школа,Запад
17879.516044892567,66,Университет,Юг
24709.32426771917,42,Университет,Юг
13262.598100499494,68,Школа,Восток
18214.974865723045,28,Университет,Запад
11311.503815662561,54,Школа,Запад
10799.907377792666,39,Школа,Север
20452.015053673913,68,Университет,Запад
10181.964304370122,61,Школа,Запад
11762.538293935957,54,Школа,Запад
22636.351050942947,69,Университет,Юг
11804.782338056411,37,Школа,Север
20758.963251241614,36,Университет,Запад
20685.54656621776,43,Университет,Запад
12873.628633845334,22,Школа,Запад
11926.889876232124,51,Школа,Юг
21145.378926070865,54,Университет,Юг
10928.197404799785,57,Школа,Север
11690.541019224578,32,Школа,Восток
20063.3026228811,66,Университет,Север
12643.07763461642,44,Школа,Юг
18848.282876324265,28,Университет,Запад
10177.086980467036,23,Школа,Запад
12222.212190892047,33,Школа,Север
8734.234373291454,56,Школа,Запад
17853.982914701,53,Университет,Юг
21126.15535085848,30,Университет,Север
17607.08369110706,60,Университет,Восток
8402.392891896277,22,Школа,Юг
12513.188237012864,47,Школа,Юг
10590.429484788528,48,Школа,Запад
13570.973899417972,28,Школа,Юг
18590.37131812509,22,Университет,Юг
20812.095268735433,44,Университет,Восток
11799.169106415518,53,Школа,Запад
18658.97013974218,31,Университет,Юг
13063.523808999249,61,Школа,Запад
22021.35776633208,28,Университет,Юг
7781.425826625132,34,Школа,Восток
10924.5164075828,59,Школа,Запад
11771.913472517266,44,Школа,Запад
9819.886652943886,24,Школа,Восток
18040.270188982373,30,Университет,Север
11556.91757889482,53,Школа,Юг
15422.485900565123,43,Школа,Юг
20226.031801684618,34,Университет,Север
24138.48236256942,57,Университет,Запад
19495.422356477062,27,Университет,Запад
11431.091270019904,24,Школа,Восток
22543.04506175224,67,Университет,Восток
20983.17266805727,45,Университет,Восток
10404.528702237538,37,Школа,Север
12452.255042700748,25,Школа,Север
14782.91023053844,56,Школа,Запад
11601.173849278262,67,Школа,Восток
9967.879646939306,32,Школа,Запад
10620.496885480634,47,Школа,Север
26039.41529129075,24,Университет,Юг
21269.814232676257,32,Университет,Запад
19811.172602844053,36,Университет,Север
18709.86416703492,69,Университет,Восток
7348.1978117747885,59,Школа,Юг
21727.16854769238,64,Университет,Юг
22309.283985649006,51,Университет,Юг
10206.607640069586,48,Школа,Восток
20970.05916393809,70,Университет,Юг
18659.076581422752,22,Университет,Север
21265.856929655,59,Университет,Запад
21962.99064113425,53,Университет,Юг
9929.671465664724,59,Школа,Юг
14380.90533917168,46,Школа,Север
9325.787346506177,32,Школа,Восток
21566.953208037965,64,Университет,Юг
22696.634439409212,52,Университет,Север
20845.420999701237,25,Университет,Север
10623.046362211016,43,Школа,Восток
8142.267699100676,38,Школа,Восток
23714.682991432568,35,Университет,Запад
20660.21359666481,59,Университет,Юг
12074.73084986965,47,Школа,Запад
12345.440975720281,52,Школа,Север
19743.403015964494,67,Университет,Юг
20604.94279141757,60,Университет,Север
13668.964701487008,32,Школа,Север
8765.60466851911,62,Школа,Север
25255.836149514515,64,Университет,Восток
19510.254429447454,44,Университет,Восток
8640.965086718976,61,Школа,Юг
11264.618041377069,55,Школа,Север
25416.696528679742,46,Университет,Север
7178.06812881559,57,Школа,Юг
10717.968563020615,26,Школа,Запад
21952.53003451311,24,Университет,Север
11067.299917071063,62,Школа,Восток
21763.84334000602,64,Университет,Запад
9563.93383565545,70,Школа,Запад
19800.55630813724,50,Университет,Запад
10703.1547056816,42,Школа,Запад
8740.223824194498,61,Школа,Запад
10910.62719711962,29,Школа,Запад
20222.509412656997,51,Университет,Юг
20059.909629690264,62,Университет,Юг
11641.012825197276,49,Школа,Запад
17358.681013601392,58,Университет,Восток
20541.81979323369,50,Университет,Юг
25634.707531229724,37,Университет,Юг
8827.78062734875,55,Школа,Запад
23571.000992968828,21,Университет,Восток
11109.312241825397,33,Школа,Запад
9794.084382237164,32,Школа,Восток
18358.716680940386,48,Университет,Восток
21279.363930570464,31,Университет,Север
13906.794211629353,58,Школа,Юг
10221.577709606472,21,Школа,Запад
20838.077150526453,51,Университет,Юг
23020.741700380662,32,Университет,Юг
11681.74158269256,65,Школа,Восток
17855.44844055084,46,Университет,Юг
11197.774431710368,68,Школа,Север
14024.469821331197,60,Школа,Запад
20926.117627065003,36,Университет,Юг
5517.021141045247,59,Школа,Запад
11776.429983182146,50,Школа,Юг
20603.08712091193,53,Университет,Запад
17341.811172157566,43,Университет,Запад
7641.583819892432,64,Школа,Запад
22950.21428657762,54,Университет,Юг
19535.23450880984,67,Университет,Север
9185.007238528016,25,Школа,Запад
20928.72287813666,38,Университет,Восток
9711.594003360122,49,Школа,Восток
11200.09725555549,26,Школа,Восток
20594.55994112666,29,Университет,Север
18600.008839812715,60,Университет,Запад
9977.60440287723,51,Школа,Север
11885.50664261821,53,Школа,Запад
11083.836080477251,47,Школа,Север
10836.115035216337,34,Школа,Запад
14874.76848235877,49,Школа,Восток
12462.07505077107,56,Школа,Запад
22704.882529642684,48,Университет,Север
10668.06318441015,41,Школа,Запад
11440.29038070255,23,Школа,Юг
20137.800020948613,39,Университет,Запад
22555.099531048258,51,Университет,Восток
10779.200191801912,55,Школа,Запад
11444.755497861113,69,Школа,Юг
21321.222604310336,23,Университет,Юг
10963.66623718909,46,Школа,Юг
16876.37613431154,36,Школа,Север
19666.761445010554,31,Университет,Юг
9648.576939682614,41,Школа,Север
12388.193493623514,36,Школа,Юг
9809.662001849641,29,Школа,Север
10417.187277302213,20,Школа,Юг
8827.178093288763,41,Школа,Юг
21983.115838805174,45,Университет,Запад
12008.514488968303,37,Школа,Юг
10369.615880153111,69,Школа,Запад
12429.633376960144,33,Школа,Юг
17283.749972532816,66,Университет,Юг
19586.293196971314,48,Университет,Запад
10660.041627578139,31,Школа,Запад
18655.435006194093,55,Университет,Север
7502.573925162556,54,Школа,Восток
10384.208069923106,31,Школа,Запад
12388.040174121485,26,Школа,Север
13564.216782853024,48,Школа,Юг
9905.424233589254,30,Школа,Запад
22466.431675243188,52,Университет,Запад
12273.084076151335,25,Школа,Юг
23437.216348668993,66,Университет,Юг
10299.617939291997,34,Школа,Юг
7402.999009630652,51,Школа,Юг
11140.37170484549,70,Школа,Восток
18972.412518060555,30,Университет,Запад
9552.989781875985,42,Школа,Юг
20397.561711893635,45,Университет,Юг
10322.144737301714,53,Школа,Восток
11283.118533791589,65,Школа,Запад
12406.312632839235,53,Школа,Север
10264.528833448067,48,Школа,Запад
11791.39501321601,23,Школа,Север
11029.63201986101,36,Школа,Восток
22870.988791756892,54,Университет,Юг
10622.816297787367,32,Школа,Восток
20842.14664845089,60,Университет,Запад
10251.199104002186,58,Школа,Юг
20675.50292008301,34,Университет,Запад
19433.02374330825,48,Университет,Север
9234.805427712974,48,Школа,Запад
12551.53077056545,30,Школа,Восток
18833.596633630797,51,Университет,Восток
20361.763820604192,21,Университет,Восток
13030.685572541992,66,Школа,Юг
10294.598409992786,33,Школа,Запад
22657.48090737115,39,Университет,Юг
9817.908558546316,41,Школа,Запад
18897.672787299613,30,Университет,Север
7810.348290198359,46,Школа,Запад
13625.448138545322,22,Школа,Запад
18726.25763673117,36,Университет,Запад
22494.373180250186,63,Университет,Запад
9000.105946413236,47,Школа,Север
13634.767835879642,48,Школа,Юг
25413.565449230202,40,Университет,Восток
17626.939880619328,66,Университет,Запад
8830.487131682372,35,Школа,Восток
22546.26372760645,56,Университет,Восток
22026.08584673163,39,Университет,Восток
22553.843709520384,25,Университет,Восток
19852.48889919125,38,Университет,Запад
14975.068322046734,24,Школа,Восток
21236.098933379548,22,Университет,Запад
18566.07484631296,20,Университет,Север
10493.70299991411,57,Школа,Юг
8592.866207542334,34,Школа,Юг
14181.882717108212,53,Школа,Запад
19679.337474399767,54,Университет,Запад
11984.966969489244,68,Школа,Юг
20058.65371003564,44,Университет,Восток
19769.225380474974,43,Университет,Запад
17179.4916374379,31,Университет,Восток
22196.349205981132,37,Университет,Запад
23598.362505258367,34,Университет,Запад
9168.064837269696,63,Школа,Север
17909.54177000266,35,Университет,Север
12606.632085475658,46,Школа,Юг
17707.5173017875,27,Университет,Север
13439.065871896517,65,Школа,Север
19191.20975409076,44,Университет,Юг
18793.41451435075,36,Университет,Восток
21496.924842262582,48,Университет,Север
8923.721429977126,27,Школа,Восток
9585.777837413581,34,Школа,Юг
21707.96386534201,46,Университет,Запад
6141.775325666707,65,Школа,Восток
24284.838491856644,69,Университет,Юг
11087.280264931476,26,Школа,Восток
18414.067975192946,22,Университет,Юг
8965.509261426318,48,Школа,Юг
22983.292756521605,63,Университет,Запад
22202.105870148207,43,Университет,Восток
13773.561314570423,22,Школа,Запад
9634.51431039153,39,Школа,Запад
11593.167674301605,65,Школа,Восток
21853.135823567354,34,Университет,Восток
22390.535000504475,44,Университет,Юг
23254.562246864138,49,Университет,Восток
19565.472188311305,33,Университет,Юг
10771.659464479038,26,Школа,Юг
9779.700508839709,36,Школа,Юг
10894.77625328725,63,Школа,Юг
12396.86556412595,39,Школа,Юг
17691.928999478594,55,Университет,Юг
23218.74313891857,28,Университет,Восток
8721.6357514725,57,Школа,Восток
20385.259360605538,67,Университет,Север
23487.88384993225,41,Университет,Восток
11656.019435966811,21,Школа,Запад
11679.05989652732,43,Школа,Север
8638.747909409778,27,Школа,Восток
18911.828128352317,30,Университет,Запад
22882.51279333784,32,Университет,Восток
19821.71290903122,36,Университет,Юг
10010.176253400301,27,Школа,Север
12927.902502109424,40,Школа,Юг
18900.172909260946,37,Университет,Север
21538.470265772517,49,Университет,Север
21085.814652335383,37,Университет,Юг
20994.628548273515,65,Университет,Север
9963.128736244993,66,Школа,Север
19840.289637073343,50,Университет,Восток
18843.27167241027,57,Университет,Запад
11965.330052082612,51,Школа,Юг
19663.70161696653,30,Университет,Восток
12937.489242334503,64,Школа,Восток
10550.889916818694,44,Школа,Юг
8883.099021157925,52,Школа,Север
10524.372235703158,57,Школа,Юг
10178.285601727051,60,Школа,Запад
13018.206823456105,27,Школа,Запад
20261.999621496936,30,Университет,Юг
10447.579237599348,41,Школа,Восток
13823.093410984871,70,Школа,Юг
12016.534642926697,43,Школа,Запад
24325.412032006992,60,Университет,Юг
13518.09000812781,36,Школа,Север
9225.67482327429,31,Школа,Юг
22979.901708800215,65,Университет,Восток
24050.606584149184,51,Университет,Север
24065.62626464684,34,Университет,Запад
12976.191967153374,35,Школа,Юг
12935.04598981835,41,Школа,Восток
20394.677912648902,47,Университет,Восток
9325.23583130085,39,Школа,Запад
10295.565362205087,52,Школа,Юг
7670.421997134474,29,Школа,Восток
23685.59063084341,59,Университет,Север
10433.414081164576,51,Школа,Юг
23582.661458129918,69,Университет,Запад
18537.000845556802,52,Университет,Север
13165.249842004421,21,Школа,Юг
20010.23868364136,52,Университет,Восток
18431.26118338165,52,Университет,Запад
24254.236104319516,60,Университет,Запад
13214.623338681547,32,Школа,Юг
21423.584840371568,49,Университет,Запад
11067.875770269926,52,Школа,Север
21879.020037638238,32,Университет,Юг
11389.257155834823,45,Школа,Север
9415.448091657057,41,Школа,Запад
20175.895460430154,58,Университет,Запад
24921.435664077406,21,Университет,Запад
26344.31348525603,57,Университет,Север
14125.337010461366,58,Школа,Запад
11956.447880325246,45,Школа,Юг
20324.50193459613,65,Университет,Восток
19403.62821220607,69,Университет,Юг
19535.435179139597,34,Университет,Восток
9893.464682626478,53,Школа,Запад
15302.328082851538,61,Школа,Юг
24612.564592765197,63,Университет,Север
22492.55677987079,68,Университет,Восток
9078.773647174348,59,Школа,Север
22786.111853422073,30,Университет,Восток
20522.76594297879,22,Университет,Запад
6693.981122711757,25,Школа,Юг
11574.201274802519,28,Школа,Восток
9316.17391833189,25,Школа,Юг
19383.893141819924,28,Университет,Восток
10499.184012863985,58,Школа,Восток
10003.354054115174,50,Школа,Запад
20931.486361791984,51,Университет,Восток
10835.338899965589,60,Школа,Север
7248.381814304737,69,Школа,Восток
14040.555977765667,31,Школа,Восток
19033.24655410264,27,Университет,Восток
19095.203229739054,27,Университет,Запад
10342.893496419405,69,Школа,Юг
20783.33030526141,47,Университет,Юг
23917.95963366368,39,Университет,Запад
11538.846904109801,66,Школа,Север
12132.930968219069,26,Школа,Север
11549.072375166563,30,Школа,Запад
11462.923164997546,39,Школа,Юг
21619.459006174016,35,Университет,Север
17134.53171486212,23,Университет,Запад
10500.163030320942,25,Школа,Юг
13324.522221142315,41,Школа,Север
18884.66202161337,45,Школа,Север
18591.38213492098,22,Университет,Запад
11846.159920648706,60,Школа,Юг
19857.906844251316,61,Университет,Север
15095.303807793698,33,Школа,Запад
18292.43447841704,30,Университет,Север
22249.878980631758,37,Университет,Юг
8185.57780099162,31,Школа,Восток
10362.866663878334,42,Школа,Север
