BirthdayYear,Age,Gender,FarmerSince,New_Equipment,Yield
1961,63,0,1995,0.0,19.486112683597206
1994,30,0,1995,0.0,17.49767768616099
1956,68,0,1999,0.0,17.84230710960436
1959,65,1,1996,0.0,18.661317990456748
1994,30,0,1985,0.0,21.776416261646418
1966,58,1,2017,0.0,20.752189482524564
1975,49,1,1973,0.0,18.081374576305222
1970,54,0,1988,0.0,24.981322816894572
1977,47,1,2003,0.0,18.77170225673418
1995,29,1,1975,0.0,17.151096745559162
1951,73,1,2014,0.0,18.0757640526727
1992,32,0,1984,0.0,20.685495558710908
1950,74,1,1979,0.0,18.306802914612305
1985,39,1,2011,0.0,21.845514010728188
1975,49,1,2005,0.0,16.115373924168665
1978,46,1,2015,0.0,21.341610192937814
1970,54,1,2009,0.0,18.243576598065395
1960,64,1,1975,0.0,22.22507289907349
1989,35,0,2013,0.0,17.755412560125112
1960,64,1,2009,0.0,20.66247879303315
1985,39,1,1975,0.0,21.980497806785465
1998,26,0,1984,0.0,18.23617278737963
1988,36,0,1998,0.0,18.996407162179374
1989,35,1,1994,0.0,18.40991556090765
1984,40,1,1988,0.0,21.310884021899508
1983,41,0,1983,0.0,21.62262214719647
1996,28,1,1972,0.0,15.077130899151033
1973,51,1,2019,0.0,20.247813612889505
1971,53,0,2011,0.0,19.638580431174734
1954,70,1,2015,0.0,19.907917016938462
1982,42,0,1983,0.0,22.213859726800223
1985,39,1,2008,0.0,20.595226255252133
1996,28,1,2008,0.0,17.989150403166647
1969,55,0,1990,0.0,19.894023832615392
1968,56,0,1980,0.0,23.62412614017819
1984,40,1,2019,0.0,20.786760975328892
1992,32,1,1979,0.0,17.53337872049353
1966,58,1,1984,1.0,23.238310156934638
1994,30,0,1999,0.0,20.51363383804419
1992,32,0,2013,0.0,18.31089399126236
1983,41,0,1986,0.0,17.841358496322503
1958,66,0,1998,0.0,20.497934898913922
1975,49,0,1986,1.0,27.145929117770173
1951,73,0,2002,0.0,18.40158479700697
1958,66,1,2007,0.0,17.845056833922857
1958,66,0,1990,0.0,18.975833585174506
1989,35,0,2016,0.0,20.02131824655482
1966,58,0,1983,0.0,21.436881748546064
1950,74,0,1979,0.0,21.568739898580745
1974,50,1,2011,0.0,18.80040605952028
1992,32,0,1992,0.0,20.393637610827284
1989,35,1,2008,0.0,16.49815321403223
1991,33,0,2008,0.0,19.302685455242347
1974,50,1,1983,0.0,18.1492683770955
1988,36,0,2016,0.0,17.111721028538625
1984,40,0,1991,0.0,22.286940903328475
1952,72,0,2010,0.0,17.47153901326375
1999,25,0,1997,0.0,22.03726208797913
1986,38,1,2016,0.0,24.09085871914482
1993,31,1,1978,1.0,22.885003529993586
1993,31,0,1992,0.0,19.939963200275656
1979,45,0,1976,0.0,20.483235060931744
1987,37,1,1993,0.0,22.412344084742585
1983,41,1,2012,0.0,21.281630637440134
1961,63,1,2006,0.0,20.110190107209593
1968,56,0,1978,1.0,24.96553352270275
1986,38,1,2007,0.0,18.299347505505644
1993,31,0,1976,0.0,21.871482262527074
1998,26,0,1992,0.0,21.297484963956656
1966,58,1,1994,0.0,22.002844499846688
1959,65,0,2015,0.0,19.56872037933349
1998,26,0,1991,0.0,20.72903278974238
1996,28,1,2012,0.0,21.466570457158287
1961,63,0,1976,0.0,17.57373665949262
1965,59,1,1975,0.0,22.589482774922047
1973,51,1,2005,0.0,21.33582948599232
1968,56,1,2015,0.0,17.35020814294557
1957,67,0,1991,0.0,17.482837135730264
1980,44,1,2004,0.0,20.567265396445546
1970,54,1,2018,0.0,24.52810433617949
1966,58,0,2016,0.0,19.82072076825938
1972,52,0,2002,0.0,21.72007658872807
1986,38,1,1990,0.0,19.523122041025808
1965,59,0,1980,0.0,20.154239461236045
1955,69,0,1982,1.0,26.9631087064382
1957,67,0,1972,0.0,22.372484143681284
1974,50,0,1982,0.0,18.525570211483004
1967,57,0,2019,0.0,19.65175635455143
1974,50,1,2010,0.0,18.294996457083073
1961,63,1,2003,0.0,20.7019383678193
1964,60,1,1997,0.0,20.38290128843321
1975,49,0,2009,0.0,18.076066538773595
1990,34,0,2003,0.0,20.00827764141847
1994,30,1,2001,0.0,22.075532394609542
1975,49,1,1992,0.0,20.474773363391044
1996,28,1,1993,0.0,18.090485979228013
1981,43,0,1970,0.0,20.641764889566694
1959,65,1,1993,0.0,19.001375655346223
1965,59,0,1972,1.0,25.362953274222285
1956,68,1,1986,1.0,21.709577753023886
1966,58,1,1976,0.0,21.307208157569175
1972,52,0,1979,0.0,21.855796826631334
1975,49,0,1988,0.0,17.319429379879143
1970,54,1,1993,1.0,25.568393100949176
1971,53,1,1978,0.0,18.33581665163751
1956,68,1,2019,1.0,26.572610362269067
1963,61,0,1984,0.0,20.870658043436865
1964,60,0,2018,0.0,22.35012659437268
1956,68,1,1991,0.0,22.626042073982997
1958,66,1,1986,0.0,19.335354952639864
1997,27,1,1988,0.0,20.226799083486195
1957,67,0,1978,0.0,23.603649197386446
1999,25,1,2007,0.0,15.897198706497694
1972,52,1,1988,0.0,17.508671260194227
1978,46,0,1977,0.0,21.969916070423135
1967,57,1,1975,0.0,18.097945528705118
1980,44,1,2018,0.0,23.249307508536674
1979,45,0,2007,0.0,18.282843132371642
1988,36,0,2014,1.0,26.17396452707528
1984,40,1,1990,1.0,25.51639012445414
1967,57,0,1998,0.0,19.775668148722094
1991,33,0,2003,0.0,20.763920052076095
1988,36,0,1981,0.0,20.494270088772446
1966,58,0,2008,1.0,26.123361437468088
1963,61,0,2001,0.0,23.028821535807953
1980,44,0,1975,0.0,21.405493757839476
1973,51,0,1986,0.0,22.266174259155925
1984,40,1,2001,0.0,19.411349087532322
1993,31,0,1977,0.0,17.128861837699528
1994,30,0,2007,0.0,18.153516953946394
1983,41,0,1998,0.0,23.322518717201074
1952,72,0,2000,0.0,23.836876060402645
1986,38,1,1988,0.0,17.772433206170206
1992,32,1,1978,0.0,18.447022815357375
1989,35,0,1997,0.0,19.38002682009425
1975,49,1,2017,0.0,20.002123302580273
1972,52,1,2019,0.0,22.612995480410863
1993,31,1,2008,0.0,21.93998968734806
1988,36,1,2009,0.0,17.70244021360449
1964,60,1,2000,0.0,17.624334210915155
1998,26,0,1988,0.0,17.18730673278311
1953,71,0,2002,0.0,18.296627726811145
1978,46,0,1995,0.0,17.275766919485854
1971,53,1,2014,0.0,21.56210865011726
1974,50,0,1970,0.0,17.424422332944204
1962,62,1,1980,0.0,20.496658679083545
1967,57,0,1971,0.0,17.308196224551686
1982,42,0,2004,0.0,25.875730843436664
1965,59,0,1982,0.0,20.977059462748883
1994,30,0,2008,0.0,21.785414732758525
1991,33,1,2003,0.0,19.308592314185937
1993,31,0,2003,0.0,21.43862353684404
1951,73,0,2004,0.0,19.217045536076558
1984,40,1,2001,0.0,23.455275129787253
1991,33,1,2014,0.0,17.874735318946787
1983,41,0,1981,0.0,19.94516299306362
1979,45,0,2002,0.0,19.544822482631286
1962,62,1,1987,0.0,17.335539315215197
1962,62,1,1974,0.0,21.970228420957508
1967,57,0,1988,0.0,18.118548882796702
1981,43,1,2000,0.0,16.738561076733365
1981,43,1,1996,0.0,21.346243364653326
1984,40,0,2011,0.0,16.984107998872844
1988,36,0,2007,0.0,21.27296419254013
1995,29,0,2019,0.0,22.10125714433277
1978,46,1,1984,0.0,17.824256070794284
1998,26,0,2015,0.0,21.43164147784084
1978,46,0,2017,0.0,17.869220165332816
1993,31,0,1973,0.0,19.223910880927935
1965,59,1,1988,0.0,19.96811770997664
1993,31,0,1990,0.0,17.501209507767356
1996,28,0,2009,0.0,17.59430198470719
1959,65,1,1970,0.0,22.317571017143408
1979,45,1,1989,0.0,15.71103306201482
1974,50,0,1991,0.0,19.303139896033066
1988,36,0,1982,0.0,20.495343931993396
1969,55,0,2010,0.0,21.010079000987538
1954,70,1,1970,0.0,22.82437216811895
1950,74,0,1984,0.0,21.53472894055556
1979,45,0,1984,0.0,20.53848343447397
1998,26,1,1983,0.0,19.709274568215417
1952,72,1,1974,0.0,19.23995925330479
1994,30,0,2018,0.0,19.368910298677537
1963,61,1,1975,0.0,19.5083273463546
1979,45,0,2010,0.0,20.83144352910596
1999,25,0,2000,0.0,19.066266229905956
1953,71,1,1995,0.0,21.60756985047368
1967,57,1,1994,0.0,20.425865458940493
1986,38,1,2018,0.0,17.844923412433594
1974,50,1,2008,0.0,20.039560980816436
1997,27,0,2009,0.0,19.901651413114156
1950,74,1,1984,0.0,19.419012696704247
1995,29,1,1975,0.0,20.778911314305176
1964,60,0,1970,0.0,16.74748830868127
1958,66,0,2010,0.0,19.246839424217125
1964,60,0,1976,0.0,19.738246859710227
1998,26,1,1973,0.0,18.992793080759732
1973,51,0,1970,0.0,20.523816888616008
1953,71,1,2010,0.0,19.224246733756026
1961,63,1,1971,0.0,19.246680631648744
1986,38,1,2017,0.0,19.82230185452909
1986,38,1,2003,0.0,18.22616138932396
1992,32,0,2004,0.0,17.568166619922003
1955,69,0,2015,0.0,23.83926446981731
1988,36,0,1982,0.0,19.00817981744381
1995,29,0,1986,0.0,19.723882822068298
1973,51,0,1979,0.0,22.30755098426248
1960,64,1,1972,0.0,20.608887752798854
1962,62,1,1973,0.0,18.535249717795597
1983,41,1,1994,0.0,16.33262817593934
1974,50,1,2006,0.0,16.98480665422681
1956,68,0,2012,0.0,18.01800502888624
1953,71,1,2007,0.0,19.02889325892386
1957,67,1,1998,0.0,21.159466713794703
1969,55,1,1970,0.0,18.172142984706426
1978,46,1,1999,1.0,23.13418221503221
1994,30,1,2008,0.0,22.196172821337505
1995,29,1,1979,0.0,23.5150625068947
1959,65,0,1998,0.0,20.935145807349066
1992,32,0,2013,0.0,19.67927216250448
1983,41,1,2001,0.0,19.64541179558864
1975,49,1,2013,0.0,18.029637149805378
1990,34,1,1970,1.0,26.947298782477812
1998,26,1,2010,0.0,20.10084509510961
1952,72,1,1986,0.0,18.043142454622682
1955,69,0,1981,0.0,18.787358497299035
1954,70,0,1971,0.0,21.9166031791566
1954,70,1,1978,0.0,18.36226276785177
1996,28,0,1981,0.0,18.657966450320625
1972,52,1,1994,0.0,25.22098449726257
1998,26,1,2005,0.0,18.327174853337965
1958,66,0,2013,0.0,20.591500621002062
1984,40,0,2019,0.0,19.28291119558943
1969,55,0,2004,0.0,25.06548273057337
1998,26,0,1991,0.0,22.427247418981143
1991,33,1,2002,0.0,20.573674896077204
1984,40,0,2019,1.0,23.21983592825153
1999,25,0,1990,0.0,18.195151888764084
1967,57,0,2009,0.0,23.346045066115337
1966,58,1,1991,0.0,17.184490329883012
1973,51,1,1997,0.0,21.047843140476232
1952,72,1,1973,0.0,21.03194131324434
1981,43,0,1995,0.0,24.35285968032334
1984,40,0,1992,0.0,16.947182740144434
1987,37,0,2017,0.0,21.018024372915818
1962,62,1,2018,0.0,21.110304299155306
1996,28,0,1992,0.0,20.984763526242904
1974,50,0,2010,0.0,20.57539221906862
1958,66,1,1977,0.0,22.981596284253285
1953,71,0,2001,0.0,20.070964822990554
1963,61,0,2008,0.0,18.643074992369293
1986,38,0,2013,0.0,16.957931485790418
1983,41,0,1970,0.0,19.654423910516062
1960,64,1,1999,0.0,19.001175952630398
1990,34,1,1997,0.0,21.856360873103096
1952,72,1,1986,0.0,17.289853714096314
1977,47,0,1992,0.0,24.399034295098744
1978,46,0,2007,0.0,20.00539920152497
1958,66,1,1993,0.0,22.11080357896371
1952,72,0,1991,0.0,21.929402411633177
1974,50,1,1974,0.0,18.071834581189634
1983,41,1,1994,0.0,19.86148193992248
1961,63,0,1976,0.0,22.57890592196155
1991,33,1,1991,0.0,21.5598495857402
1958,66,1,2013,0.0,20.59657742077019
1964,60,1,2006,0.0,21.05252133601663
1989,35,1,2003,0.0,18.772723120633437
1974,50,1,2005,0.0,16.64597473398662
1954,70,1,2018,0.0,22.84755609741716
1960,64,0,2009,0.0,18.73591221599247
1983,41,1,1989,0.0,17.727236619983625
1973,51,1,2006,0.0,23.43407347533273
1964,60,0,1986,0.0,20.50233081191702
1987,37,0,1973,0.0,15.955751608729638
1957,67,1,2019,0.0,17.589334468859214
1954,70,0,1987,0.0,20.304362907869333
1997,27,0,1997,0.0,18.836590268236854
1975,49,1,2019,0.0,20.805977832409162
1967,57,0,1985,0.0,19.419836639235278
1955,69,1,2012,0.0,19.162698227113456
1986,38,1,1977,0.0,20.812311652922162
1997,27,1,2013,0.0,17.34106591831996
1962,62,1,1987,0.0,17.18851929719189
1977,47,0,2019,0.0,21.49959758980953
1954,70,1,1998,0.0,20.241637023389274
1962,62,0,2009,0.0,22.56996178165664
1966,58,0,1985,0.0,17.67599558514386
1999,25,1,1999,0.0,20.176124804309417
1989,35,1,2018,0.0,18.007969119360045
1994,30,0,2003,0.0,19.967360395638913
1981,43,1,1999,0.0,22.70939730289009
1978,46,1,1990,0.0,21.431230114295257
1952,72,1,1991,0.0,18.78384611819425
1989,35,0,2016,0.0,20.149592279567823
1983,41,0,1994,0.0,19.562274464197074
1989,35,0,1991,0.0,18.309503851571645
1976,48,0,1997,0.0,18.720464793736493
1962,62,1,2008,0.0,18.411349687439696
1994,30,1,2002,0.0,21.968909521385402
1982,42,0,1971,0.0,19.52822635124118
1955,69,0,1973,0.0,19.489074823731553
1973,51,0,1985,1.0,24.06229892748062
1968,56,0,1981,0.0,23.906936447028734
1965,59,0,1986,0.0,17.129506304718014
1989,35,1,2005,0.0,18.791204816694375
1977,47,0,1985,0.0,19.88178139775254
1982,42,0,2008,0.0,19.71892050294764
1997,27,1,1992,0.0,21.500039396434406
1990,34,1,1977,0.0,25.08570345453098
1962,62,1,1978,0.0,16.447852221726272
1992,32,0,1983,1.0,22.71522851911052
1994,30,1,1978,0.0,20.0004793259079
1974,50,0,2016,0.0,20.84395314398525
1991,33,0,1995,0.0,17.695659047094793
1985,39,1,2005,0.0,20.56112168316754
1976,48,0,1972,0.0,18.56450675954097
1987,37,0,1979,0.0,20.923068994389904
1956,68,1,1994,0.0,20.016600783560953
1954,70,1,1973,0.0,20.705157563699967
1992,32,1,1999,0.0,21.064990091548044
1994,30,1,2019,0.0,21.313537546009766
1980,44,1,1980,0.0,17.019485129802266
1972,52,1,1988,0.0,20.401662597586192
1991,33,1,2019,0.0,21.989655616725575
1959,65,1,1982,0.0,20.800414595786915
1981,43,1,2005,0.0,18.481863881395153
1992,32,1,1972,0.0,19.975531708472005
1979,45,0,2017,0.0,19.776767795234868
1988,36,0,1983,0.0,19.83427061598843
1980,44,0,1979,0.0,19.479199128956683
1967,57,1,2007,0.0,19.614991233469752
1985,39,0,2009,0.0,21.14183567682712
1951,73,0,1996,0.0,16.77706132493133
1963,61,0,1993,0.0,19.021709042481923
1962,62,0,1985,0.0,18.406012660012756
1978,46,0,1979,0.0,21.55425429140586
1961,63,1,1996,0.0,19.37434294864474
1988,36,1,1976,0.0,19.08886710038391
1951,73,1,1997,0.0,19.330928150628928
1981,43,0,1995,0.0,18.933896892216797
1962,62,0,1987,0.0,22.562718503523683
1995,29,1,1982,0.0,19.752643758153205
1976,48,1,1977,0.0,21.683248051926466
1998,26,1,1996,0.0,19.374454360260334
1990,34,0,1983,0.0,22.801792663392135
1966,58,1,2010,0.0,22.282532299975152
1989,35,1,2013,0.0,19.88526452039033
1980,44,1,1975,0.0,21.28257435729274
1983,41,1,1989,0.0,20.43734186580964
1973,51,1,1997,0.0,19.95593797029725
1994,30,0,1992,0.0,19.398396226020495
1984,40,0,1981,0.0,20.102797549272967
1997,27,1,1993,0.0,20.003395575873817
1955,69,0,2013,0.0,18.54766648754014
1968,56,1,1991,0.0,20.766117901318957
1979,45,1,1995,0.0,17.644794839422634
1956,68,0,1991,0.0,20.37676421609162
1959,65,0,1976,0.0,18.347918659882307
1990,34,0,1984,0.0,22.734548170299657
1981,43,0,2017,0.0,21.480962164065836
1983,41,1,1999,0.0,20.604081047495026
1977,47,0,1973,0.0,21.222806026787744
1964,60,1,1975,0.0,21.20179687389041
1979,45,1,2017,0.0,21.322286682715877
1986,38,1,2016,0.0,16.812967722917826
1978,46,1,1971,0.0,18.87795975238616
1971,53,1,2000,0.0,18.743983191904256
1953,71,0,1993,0.0,18.54950271899678
1969,55,1,2004,0.0,23.23697876245212
1981,43,0,2016,0.0,19.933816620758993
1985,39,1,2000,0.0,22.005458114326117
1999,25,0,1994,0.0,19.72089156816168
1953,71,0,1977,0.0,18.5892832299701
1976,48,1,1981,0.0,20.10331922885191
1966,58,1,1971,0.0,19.202665138756583
1961,63,0,1984,0.0,22.55347084858366
1971,53,1,2009,0.0,16.76059767385383
1966,58,1,2001,0.0,21.663982915844986
1959,65,0,1980,0.0,20.155552250844792
1950,74,0,1986,0.0,19.706755774929118
1971,53,1,1990,0.0,19.755170501825187
1975,49,1,1991,0.0,20.794539614980913
1967,57,1,2002,0.0,19.74771678294472
1999,25,1,1998,0.0,21.921371193235654
1963,61,0,1984,0.0,16.422398879842987
1996,28,0,1990,0.0,18.937242074138776
1978,46,1,1971,1.0,23.293398922137634
1961,63,0,2011,0.0,17.076963130673526
1985,39,0,2007,0.0,20.47329506296215
1984,40,0,1972,0.0,22.842141418314924
1961,63,0,1994,0.0,20.817708885008734
1956,68,0,1982,0.0,19.307073758743517
1978,46,0,1993,0.0,21.604602346705875
1960,64,0,2000,0.0,21.051326364847462
1982,42,1,1984,0.0,18.146309522785785
1955,69,1,1975,0.0,18.779201928513096
1996,28,0,2010,0.0,23.666738898044247
1964,60,0,1979,0.0,22.61338583535109
1981,43,0,1978,0.0,20.819490799764978
1960,64,0,2019,0.0,21.756301294358888
1972,52,0,2010,0.0,22.368986093466404
1975,49,1,2019,0.0,22.49589016667904
1983,41,0,2010,0.0,21.801914664138852
1995,29,1,1974,0.0,18.486689444733354
1983,41,1,2014,0.0,20.39146419604429
1978,46,0,2013,0.0,21.865204032612695
1953,71,0,2010,0.0,20.396821396415042
1966,58,0,1988,0.0,19.80007131204435
1984,40,1,1989,0.0,19.08424255965682
1962,62,1,2002,1.0,22.105914102757378
1990,34,1,2012,0.0,18.73996505209578
1988,36,0,2006,1.0,22.555927542589703
1964,60,0,2000,0.0,20.552956328950554
1978,46,0,2008,0.0,18.90594287137709
1978,46,0,1982,0.0,19.97159022899762
1960,64,0,2007,0.0,20.486971338450623
1981,43,0,2014,0.0,20.614788179029198
1951,73,1,1975,0.0,19.017002965298474
1996,28,1,2016,0.0,19.25335984381404
1963,61,0,1977,0.0,20.131846297595498
1969,55,0,2012,0.0,20.131645452929142
1971,53,1,1979,1.0,26.62779309739373
1960,64,1,2010,0.0,20.18990569197098
1976,48,1,1973,0.0,17.872667842827603
1952,72,0,1983,0.0,19.00827734733817
1966,58,1,1973,0.0,18.560685757443437
1993,31,1,1993,0.0,19.251563312237106
1977,47,1,2016,0.0,21.08919863431665
1978,46,1,1990,0.0,21.34825770092897
1970,54,1,1979,0.0,20.396695472780788
1996,28,0,2015,0.0,17.296320381341257
1965,59,0,1994,0.0,18.656181581438688
1986,38,1,1975,1.0,24.20081974725218
1969,55,0,1985,0.0,21.13373693482873
1955,69,0,2013,0.0,17.107840420013027
1968,56,1,1997,0.0,17.825843171955945
1954,70,0,2005,0.0,21.046130244823857
1952,72,0,2002,0.0,20.79415141960645
1950,74,1,1999,0.0,22.902857316546488
1987,37,1,2005,0.0,23.817828648510705
1964,60,0,1994,0.0,18.1536575183443
1983,41,0,1982,0.0,17.58117404275239
1984,40,0,2008,1.0,23.29260310024753
1998,26,1,1984,0.0,24.834354570236833
1974,50,0,2007,0.0,18.84774755852904
1973,51,0,1999,0.0,22.544692778946967
1961,63,1,1983,0.0,22.56642041468708
1967,57,0,2019,0.0,16.10259049616849
1964,60,1,1973,0.0,20.58599226965257
1993,31,0,1970,0.0,20.305833029179233
1965,59,1,1972,0.0,21.923631156856228
1976,48,0,2014,0.0,22.64979024431454
1957,67,0,2019,0.0,21.883309082978
1995,29,1,2005,0.0,20.466302103241446
1974,50,1,1973,0.0,21.46048442026386
1966,58,1,2012,0.0,15.007175551211082
1978,46,1,1983,0.0,17.26070550385801
1957,67,1,1994,0.0,18.668827377970057
1964,60,1,2008,0.0,20.564448226670812
1976,48,1,1972,0.0,17.458732283928377
1995,29,0,1976,1.0,25.71906669232755
1999,25,0,1977,0.0,22.17746852476249
1956,68,0,2013,0.0,15.81208850591809
1952,72,0,1976,0.0,24.069557805853893
1978,46,0,2017,0.0,17.966472090802373
1993,31,0,1994,0.0,21.284840272362885
1973,51,0,1986,0.0,18.096190331409023
1952,72,1,1995,0.0,20.332143088826804
1969,55,0,1973,0.0,16.086023072590212
1995,29,1,2018,0.0,22.24180377172541
1964,60,0,1987,0.0,17.25849129105802
1974,50,1,1973,0.0,20.791146314308804
1979,45,0,1986,0.0,21.96492925513796
1963,61,0,2016,0.0,18.890703123789397
1956,68,0,1986,0.0,18.574009427920295
1966,58,0,2014,0.0,16.49079906230318
1993,31,1,1994,0.0,20.34895534697914
1969,55,0,1972,0.0,20.303422510431318
1985,39,1,1981,0.0,18.146995265568727
1958,66,0,1996,0.0,19.985393862786772
1987,37,0,1986,0.0,17.191307350656253
1997,27,0,1991,0.0,17.410816361807548
1971,53,0,2008,1.0,26.46986960152896
1951,73,1,2008,0.0,19.686289993048938
1973,51,1,2012,0.0,17.541931787124657
1957,67,1,2017,0.0,22.23452423898089
1960,64,0,2005,0.0,19.639343473902667
1962,62,0,1985,1.0,25.659990326069526
1966,58,0,2006,0.0,20.966926726816418
1957,67,0,1998,0.0,20.017725730509444
1970,54,1,1983,0.0,19.68478740309224
1967,57,1,1976,0.0,22.2706738502265
1979,45,1,2010,0.0,17.226742092003146
1967,57,0,1997,0.0,15.902467604873621
1995,29,1,1982,0.0,18.56797654381184
1996,28,0,1985,0.0,18.852460822354928
1980,44,1,1990,0.0,16.61445289250637
1987,37,1,1973,0.0,20.868501389786953
1981,43,1,2008,0.0,19.58621902488413
1960,64,1,2004,0.0,21.29807844028518
1994,30,0,1984,0.0,19.816188774050456
1974,50,0,1995,0.0,17.250938972200398
1982,42,1,2015,0.0,18.52833571780296
1987,37,1,1976,0.0,20.182990220272153
1990,34,0,1987,0.0,22.76116856674723
1957,67,1,1994,0.0,20.06892811819747
1960,64,1,2006,0.0,20.169236696885825
1971,53,1,1990,0.0,22.248537016999748
1973,51,0,1977,0.0,20.85001542302356
1990,34,0,1989,0.0,19.80620946000241
1966,58,1,1987,0.0,18.532976253405906
1961,63,1,1988,1.0,28.91766234280503
1995,29,0,1972,0.0,17.74456178235639
1981,43,0,2007,0.0,18.755932060864954
1964,60,0,1987,0.0,15.912377601493205
1965,59,0,1996,0.0,23.75722194337917
1971,53,0,1984,0.0,19.709304022899083
1977,47,0,2015,0.0,22.17081675337707
1969,55,0,1990,0.0,20.27935285077696
1982,42,0,1991,0.0,21.252650129550055
1959,65,1,1977,0.0,19.17883999125131
1989,35,1,1980,0.0,14.16742550522573
1981,43,0,2012,0.0,22.006689835139678
1999,25,1,1981,0.0,19.80198319072141
1982,42,0,2017,0.0,20.459172506691008
1951,73,1,2008,0.0,20.48595044754362
1982,42,0,1996,0.0,18.81950561522096
1982,42,0,2004,0.0,21.582274789642597
1990,34,1,1971,0.0,17.355525508527762
1962,62,1,2004,0.0,20.18349837988311
1979,45,1,2000,0.0,18.69210115476944
1982,42,1,1977,0.0,19.89134345360645
1962,62,1,1989,0.0,19.93275309369267
1975,49,0,1977,0.0,21.101555866685576
1971,53,0,1973,0.0,16.84151224223254
1988,36,0,2000,0.0,15.489416699608656
1951,73,1,2001,0.0,19.49331610650018
1987,37,0,1982,0.0,24.511295097928617
1988,36,0,1991,0.0,23.21944773490738
1975,49,1,1995,0.0,19.254675311932235
1995,29,0,1986,0.0,22.209748827009513
1999,25,1,1998,0.0,22.709607724762975
1964,60,1,1996,0.0,17.774925748016198
1983,41,0,1991,0.0,20.399437999630305
1991,33,0,1987,1.0,20.357330087108362
1993,31,1,1974,0.0,18.910810099198404
1998,26,1,1981,0.0,18.35298244487068
1989,35,0,1971,0.0,20.943250918408022
1960,64,0,2011,0.0,19.172599316798856
1952,72,0,1976,0.0,19.08067400621768
1955,69,0,2016,0.0,22.539655045696517
1958,66,0,1995,0.0,15.87611993422598
1955,69,1,2008,0.0,17.245167597692248
1958,66,1,1984,0.0,21.14831122231333
1988,36,0,2017,0.0,18.754910021905143
1980,44,0,2002,0.0,20.766702326919155
1981,43,0,2016,0.0,22.294666335896384
1990,34,0,1972,1.0,26.593207985177862
1999,25,0,2011,0.0,22.526951438873535
1961,63,1,2017,0.0,20.239913664653248
1957,67,1,1971,0.0,18.133075644515156
1957,67,0,1986,0.0,17.646823637354302
1999,25,0,1970,0.0,18.712842591537775
1977,47,0,2005,0.0,21.513248710532974
1969,55,1,2012,0.0,20.641639637632977
1996,28,1,1986,0.0,22.329848867884188
1956,68,1,1971,0.0,22.65214920520225
1960,64,0,2002,0.0,17.881672848505048
1969,55,0,1998,0.0,21.628090723667512
1965,59,1,1975,1.0,24.380850567426194
1953,71,1,2012,0.0,17.722011933387375
1955,69,0,2005,0.0,23.156039042513115
1971,53,1,1993,0.0,19.591177418898226
1975,49,1,1980,0.0,21.80183889472576
1952,72,1,1974,0.0,24.230142530405132
1990,34,0,1999,0.0,16.92544644993754
1991,33,0,1979,0.0,19.983213737354834
1963,61,1,2006,0.0,18.31408577114871
1960,64,1,1996,0.0,19.450984473116314
1967,57,0,1996,0.0,20.366559576706265
1961,63,0,1993,0.0,18.407470656622586
1972,52,1,1972,0.0,21.309628347355012
1961,63,1,2007,0.0,22.24371005185396
1962,62,1,1995,0.0,21.054118724328344
1974,50,0,2014,0.0,21.108002054197648
1994,30,1,2017,0.0,19.526797241908213
1968,56,1,2008,0.0,18.612151990272906
1995,29,1,1987,0.0,19.688400209325003
1985,39,1,1972,0.0,20.07519805750757
1994,30,1,2007,0.0,19.503926508656814
1957,67,0,2011,0.0,19.97437769626726
1978,46,1,2017,0.0,18.248053407564562
1981,43,1,1994,0.0,21.806455623641423
1993,31,0,1982,0.0,19.744668366828595
1967,57,0,1994,0.0,23.265349920084727
1955,69,1,1993,0.0,22.149173030121453
1967,57,1,2010,0.0,21.896019437592898
1968,56,1,1985,0.0,19.07577577366579
1971,53,0,2012,0.0,19.335639367819407
1986,38,0,2010,0.0,19.73955353412716
1981,43,0,2011,0.0,20.770083561284277
1990,34,0,1980,0.0,20.916813504947967
1952,72,1,1990,0.0,19.356620254873942
1977,47,0,2000,0.0,24.171592617843153
1959,65,1,1984,0.0,19.007957394984587
1984,40,0,2014,0.0,14.87837339596966
1978,46,1,2018,0.0,18.24111594623961
1964,60,1,2005,0.0,20.32540112575594
1982,42,1,2012,0.0,19.318973411565793
1956,68,0,1970,0.0,21.024368721974906
1961,63,1,1997,0.0,20.09013976394712
1998,26,1,2002,0.0,19.434288211358464
1979,45,1,1972,0.0,18.06651947018891
1970,54,0,1984,0.0,21.62240916360155
1980,44,1,2002,0.0,17.619512290526888
1973,51,0,2001,0.0,18.36269614053422
1969,55,1,1992,0.0,22.955139171790645
1986,38,0,1995,0.0,19.32580482675659
1953,71,1,2017,0.0,15.44802271153134
1977,47,1,1986,0.0,21.529449093706667
1993,31,1,1978,0.0,23.30804164535816
1969,55,1,1974,0.0,17.191711243368616
1973,51,0,1998,0.0,19.852688942742624
1999,25,1,1975,0.0,24.327216468495635
1998,26,1,2016,0.0,22.796892372010905
1981,43,1,2010,0.0,23.4614449287774
1990,34,0,2004,0.0,18.882520637761196
1985,39,0,1990,0.0,19.230729431666933
1983,41,0,2014,0.0,22.61385184843229
1985,39,1,2014,0.0,20.47923752651545
1951,73,0,1992,0.0,22.56019373049168
1964,60,0,2004,0.0,19.437791684290925
1983,41,0,2015,0.0,21.812811861757012
1985,39,1,1971,0.0,18.948592753198202
