Id,OS,Spendings,Subscribed
id02238,Other,4406,0
id02239,Android,0,1
id02240,Other,3137,0
id02241,iOS,5717,0
id02242,Other,5193,0
id02243,Android,2324,1
id02244,iOS,10351,0
id02245,Other,3078,1
id02246,iOS,12154,0
id02247,iOS,9081,0
id02248,Other,5741,1
id02249,iOS,8117,0
id02250,Android,3400,0
id02251,Android,1652,0
id02252,Other,2280,1
id02253,Android,1558,1
id02254,iOS,10294,1
id02255,iOS,9132,0
id02256,iOS,12556,0
id02257,Other,4376,0
id02258,iOS,12821,0
id02259,iOS,12693,0
id02260,Other,5401,1
id02261,Android,4034,0
id02262,Android,45,1
id02263,Other,2121,0
id02264,iOS,12130,1
id02265,iOS,12943,0
id02266,Other,0,1
id02267,Android,0,0
id02268,Android,0,1
id02269,Other,1077,0
id02270,Android,894,1
id02271,iOS,11616,0
id02272,Android,1679,0
id02273,Other,1112,1
id02274,Android,3263,1
id02275,Other,5429,0
id02276,Other,1153,0
id02277,Other,2981,0
id02278,Android,3436,1
id02279,Android,1467,1
id02280,Other,3911,0
id02281,Android,0,1
id02282,iOS,9021,0
id02283,Android,1929,1
id02284,Other,3503,0
id02285,Android,423,1
id02286,iOS,11611,0
id02287,iOS,8643,1
id02288,Android,4739,1
id02289,Android,3880,1
id02290,Android,296,1
id02291,Android,1376,0
id02292,Android,3990,1
id02293,iOS,7404,0
id02294,Android,4645,1
id02295,Other,4486,0
id02296,Other,5702,0
id02297,Android,1188,1
id02298,Android,0,0
id02299,Other,3646,0
id02300,Other,6666,1
id02301,iOS,9631,0
id02302,Other,3320,0
id02303,Other,326,1
id02304,iOS,10110,0
id02305,Android,0,1
id02306,iOS,8754,0
id02307,Other,6849,0
id02308,Other,1227,0
id02309,Android,1996,1
id02310,Other,4564,0
id02311,Other,3173,0
id02312,Other,4035,0
id02313,iOS,5025,0
id02314,Android,1925,1
id02315,Android,3848,0
id02316,Android,0,1
id02317,iOS,11445,0
id02318,Android,2220,1
id02319,Android,0,1
id02320,Android,4651,0
id02321,Android,4444,1
id02322,iOS,11555,1
id02323,Android,236,1
id02324,Android,1086,1
id02325,Other,1080,0
id02326,Other,2047,1
id02327,Other,583,1
id02328,iOS,10467,0
id02329,Other,1666,1
id02330,Android,6333,0
id02331,iOS,8251,0
id02332,Other,2005,1
id02333,Android,343,1
id02334,Android,3041,0
id02335,Other,752,1
id02336,Android,1929,1
id02337,iOS,9199,0
id02338,iOS,10128,0
id02339,iOS,8579,0
id02340,Android,1972,0
id02341,Android,3020,0
id02342,iOS,9859,0
id02343,Android,2825,1
id02344,Other,3666,0
id02345,iOS,9146,0
id02346,iOS,12112,0
id02347,Android,6786,0
id02348,Other,5150,1
id02349,iOS,11424,0
id02350,iOS,12292,0
id02351,iOS,10423,0
id02352,Android,2939,1
id02353,Android,1438,1
id02354,Android,5436,1
id02355,iOS,12766,0
id02356,Android,3224,1
id02357,Other,1889,0
id02358,Android,1039,0
id02359,iOS,13274,0
id02360,iOS,8107,0
id02361,Other,5325,0
id02362,Android,5740,1
id02363,iOS,9265,0
id02364,Other,65,0
id02365,Other,612,1
id02366,iOS,6727,0
id02367,Android,2212,0
id02368,iOS,12840,0
id02369,Other,3131,0
id02370,Android,1677,0
id02371,Other,6809,0
id02372,Other,2619,1
id02373,Android,953,1
id02374,iOS,8683,0
id02375,Other,2474,0
id02376,iOS,11334,1
id02377,Other,2845,0
id02378,Other,5369,0
id02379,iOS,10537,0
id02380,Android,2810,1
id02381,Other,2842,1
id02382,Other,4474,0
id02383,Other,3280,0
id02384,Other,3169,1
id02385,Other,6182,0
id02386,Android,1465,1
id02387,Other,5165,1
id02388,iOS,13056,0
id02389,Android,1280,1
id02390,iOS,13202,1
id02391,Other,2747,0
id02392,Android,1843,1
id02393,Android,1774,1
id02394,Android,3534,1
id02395,iOS,12697,0
id02396,Other,5985,1
id02397,iOS,10867,0
id02398,iOS,10641,0
id02399,iOS,8612,0
id02400,Android,2433,1
id02401,iOS,11025,0
id02402,iOS,10756,0
id02403,iOS,9558,0
id02404,Other,5283,0
id02405,Android,3813,0
id02406,Android,1666,1
id02407,Other,1538,1
id02408,Other,1231,0
id02409,Android,3075,1
id02410,Android,0,1
id02411,Other,4111,1
id02412,iOS,10107,0
id02413,Other,3235,0
id02414,Android,3017,1
id02415,iOS,9301,0
id02416,Other,4134,1
id02417,iOS,9274,1
id02418,iOS,12445,0
id02419,Other,4714,0
id02420,iOS,11088,0
id02421,Android,1257,0
id02422,iOS,13016,1
id02423,Other,2779,0
id02424,Other,5466,1
id02425,Android,3844,1
id02426,Android,4447,0
id02427,iOS,9593,0
id02428,Android,0,1
id02429,Other,0,0
id02430,Other,2607,0
id02431,Android,0,0
id02432,Other,2437,1
id02433,Other,4041,0
id02434,Other,1657,0
id02435,Other,4168,0
id02436,iOS,10396,0
id02437,Other,3284,1
id02438,iOS,10270,0
id02439,Android,2036,0
id02440,Android,0,0
id02441,Android,749,1
id02442,Other,3356,1
id02443,Other,558,0
id02444,Other,4512,0
id02445,Other,3225,0
id02446,Android,1681,1
id02447,Other,689,0
id02448,Other,4249,1
id02449,Android,3375,1
id02450,Other,806,1
id02451,Android,1305,1
id02452,Android,1662,1
id02453,iOS,10046,0
id02454,Other,3215,0
id02455,iOS,8798,0
id02456,Other,8194,0
id02457,Android,1280,1
id02458,Android,3526,1
id02459,Other,2728,1
id02460,Android,504,0
id02461,iOS,10891,0
id02462,Other,1287,1
id02463,iOS,8934,0
id02464,Android,3412,1
id02465,iOS,9319,0
id02466,Other,732,1
id02467,Android,6005,0
id02468,iOS,9469,0
id02469,iOS,9313,0
id02470,Other,7846,0
id02471,Other,1703,1
id02472,iOS,7344,0
id02473,Other,2966,0
id02474,Other,939,0
id02475,Android,559,0
id02476,Android,2873,0
id02477,Android,3581,1
id02478,Android,0,0
id02479,Android,0,0
id02480,Android,1052,1
id02481,iOS,8063,1
id02482,Android,821,0
id02483,Android,819,0
id02484,Other,1934,0
id02485,iOS,8741,0
id02486,Android,0,1
id02487,iOS,11320,0
id02488,iOS,8419,1
id02489,Other,2572,1
id02490,iOS,10670,0
id02491,Android,498,0
id02492,Android,1342,1
id02493,Android,1244,1
id02494,Android,837,1
id02495,Android,3876,1
id02496,iOS,9140,0
id02497,Android,2202,1
id02498,Android,1207,1
id02499,iOS,10649,0
id02500,Other,4087,0
id02501,iOS,10456,0
id02502,Android,3890,1
id02503,iOS,8984,0
id02504,Android,2884,0
id02505,Android,0,1
id02506,Android,1074,1
id02507,Android,4550,1
id02508,Android,559,1
id02509,iOS,14412,0
id02510,Other,3904,1
id02511,Other,1654,0
id02512,iOS,10277,1
id02513,Other,3037,0
id02514,iOS,10277,0
id02515,Other,4303,1
id02516,Android,2504,1
id02517,Android,2637,0
id02518,Other,1647,1
id02519,Android,3956,0
id02520,Other,5438,1
id02521,Android,1927,1
id02522,Android,3143,0
id02523,Other,223,1
id02524,Android,2082,1
id02525,Other,0,1
id02526,Android,3153,1
id02527,Android,2387,1
id02528,Android,4071,1
id02529,Other,328,0
id02530,Android,887,1
id02531,Android,1262,1
id02532,Other,3124,0
id02533,iOS,13491,0
id02534,iOS,13049,1
id02535,Other,3574,0
id02536,iOS,7758,0
id02537,iOS,8585,0
id02538,Other,3371,0
id02539,Android,1282,1
id02540,Android,3597,1
id02541,Other,4663,0
id02542,Other,2628,0
id02543,Android,0,1
id02544,Android,2957,1
id02545,Other,2639,1
id02546,iOS,9902,0
id02547,iOS,9552,1
id02548,iOS,8005,0
id02549,Android,1910,1
id02550,Android,3093,1
id02551,iOS,7640,0
id02552,Android,0,1
id02553,Other,2166,0
id02554,Other,3260,0
id02555,Android,2870,0
id02556,Android,5781,1
id02557,iOS,7046,0
id02558,Android,2834,1
id02559,Android,481,1
id02560,Other,3909,1
id02561,Android,5566,1
id02562,Android,1991,1
id02563,Android,327,1
id02564,Android,0,0
id02565,Other,6263,0
id02566,Android,0,0
id02567,Other,0,0
id02568,iOS,10162,1
id02569,Other,3097,1
id02570,iOS,8106,0
id02571,iOS,10907,1
id02572,iOS,11169,0
id02573,Android,30,1
id02574,Other,4186,1
id02575,Android,1021,1
id02576,Android,1218,1
id02577,iOS,9712,0
id02578,Android,774,1
id02579,Android,3583,0
id02580,Android,336,1
id02581,iOS,9553,1
id02582,iOS,6569,1
id02583,Other,328,1
id02584,iOS,12704,0
id02585,Other,0,0
id02586,Other,1961,0
id02587,Other,3626,0
id02588,Other,327,1
id02589,Other,0,0
id02590,Other,6922,1
id02591,Android,4605,1
id02592,Android,940,0
id02593,iOS,10841,1
id02594,Android,1265,1
id02595,Android,1345,1
id02596,iOS,6855,0
id02597,Android,3846,1
id02598,Other,7392,0
id02599,Android,483,0
id02600,Android,5461,1
id02601,Android,2748,1
id02602,Other,2695,1
id02603,Android,2056,1
id02604,Other,2698,1
id02605,Android,2406,1
id02606,iOS,13049,0
id02607,Android,0,0
id02608,iOS,10810,0
id02609,Android,0,0
id02610,Android,0,0
id02611,iOS,9473,1
id02612,Android,4224,0
id02613,Android,2032,1
id02614,Android,2468,1
id02615,Other,464,1
id02616,Other,3903,1
id02617,Other,1068,1
id02618,Android,2201,0
id02619,iOS,10087,0
id02620,Android,74,1
id02621,iOS,9329,0
id02622,Android,2620,1
id02623,Android,0,0
id02624,iOS,5855,0
id02625,Other,756,1
id02626,iOS,7946,0
id02627,Android,0,1
id02628,Other,2159,0
id02629,Android,1504,1
id02630,iOS,7413,0
id02631,Android,673,1
id02632,Other,2554,1
id02633,iOS,11373,0
id02634,Android,3664,0
id02635,Android,3288,1
id02636,Other,3433,1
id02637,Other,2341,1
id02638,Android,2673,1
id02639,Android,3127,1
id02640,Android,369,0
id02641,Android,4950,1
id02642,Other,2725,1
id02643,Other,2347,1
id02644,Other,4492,1
id02645,Other,3915,1
id02646,Other,0,0
id02647,Android,0,1
id02648,Other,330,1
id02649,Android,911,0
id02650,iOS,8771,0
id02651,iOS,9079,0
id02652,Other,0,0
id02653,Android,3706,1
id02654,iOS,13525,0
id02655,Android,2506,1
id02656,Android,2016,0
id02657,Android,0,1
id02658,Other,1978,0
id02659,Android,3396,0
id02660,Android,3936,1
id02661,Android,6354,1
id02662,Other,5571,0
id02663,iOS,10314,1
id02664,Android,3779,0
id02665,Android,0,0
id02666,iOS,7848,0
id02667,iOS,13184,0
id02668,iOS,11255,0
id02669,Other,5314,1
id02670,Android,3086,1
id02671,Android,0,1
id02672,Android,0,1
id02673,Android,0,0
id02674,Android,2296,1
id02675,Android,604,1
id02676,iOS,8770,0
id02677,Android,4049,1
id02678,Other,4687,0
id02679,Other,3307,1
id02680,iOS,14027,0
id02681,iOS,13589,1
id02682,iOS,10047,0
id02683,iOS,10242,0
id02684,Other,2841,1
id02685,iOS,10464,0
id02686,Other,1856,0
id02687,Android,512,1
id02688,iOS,4509,1
id02689,Android,0,1
id02690,iOS,10866,0
id02691,Android,769,0
id02692,Other,1776,0
id02693,Other,5506,0
id02694,Android,4425,1
id02695,Other,1859,0
id02696,Other,2506,1
id02697,Android,0,1
id02698,iOS,6177,0
id02699,Other,682,0
id02700,Other,1080,0
id02701,Android,3238,1
id02702,Android,0,0
id02703,iOS,11010,0
id02704,Android,0,0
id02705,iOS,11990,0
id02706,Other,2516,0
id02707,Android,6719,1
id02708,Other,5306,1
id02709,Android,1693,1
id02710,iOS,9514,1
id02711,Android,625,1
id02712,iOS,8046,0
id02713,Android,6003,1
id02714,Android,486,0
id02715,Android,0,1
id02716,Other,6515,0
id02717,iOS,11602,0
id02718,iOS,10283,0
id02719,Android,732,1
id02720,Other,523,1
id02721,iOS,12537,0
id02722,Other,3069,1
id02723,iOS,11879,0
id02724,iOS,10167,0
id02725,Android,3582,1
id02726,Other,2387,0
id02727,iOS,11151,0
id02728,Android,454,1
id02729,Android,1515,1
id02730,iOS,10537,1
id02731,Android,2047,1
id02732,iOS,7821,0
id02733,iOS,7261,0
id02734,Other,2987,1
id02735,Android,3528,0
id02736,iOS,6859,0
id02737,Android,1457,1
id02738,iOS,9385,0
id02739,iOS,11645,0
id02740,Android,4760,0
id02741,Other,2494,0
id02742,Other,2487,0
id02743,iOS,7688,0
id02744,Other,2024,1
id02745,Other,4653,1
id02746,Android,0,1
id02747,Android,0,1
id02748,Other,310,0
id02749,Android,3472,1
id02750,iOS,9192,0
id02751,Android,1303,1
id02752,Other,2866,1
id02753,Other,0,0
id02754,Android,5506,0
id02755,iOS,6685,0
id02756,iOS,10013,0
id02757,Android,2236,1
id02758,Android,4198,0
id02759,Android,0,1
id02760,Android,5229,0
id02761,iOS,9217,1
id02762,iOS,11764,0
id02763,iOS,8883,0
id02764,Android,0,0
id02765,Android,1871,1
id02766,Android,3532,1
id02767,iOS,9236,0
id02768,Android,1572,1
id02769,Android,3653,0
id02770,iOS,12265,0
id02771,iOS,12544,1
id02772,iOS,9343,1
id02773,Android,2249,0
id02774,Android,6210,0
id02775,iOS,11142,0
id02776,iOS,11334,0
id02777,Other,1227,1
id02778,Android,2502,1
id02779,Other,4004,0
id02780,Other,136,0
id02781,Android,4138,1
id02782,iOS,9237,0
id02783,iOS,9867,0
id02784,Other,5295,0
id02785,Other,1407,0
id02786,Other,2910,1
id02787,Android,1548,0
id02788,iOS,6370,0
id02789,Android,3658,1
id02790,Android,0,1
id02791,Other,0,0
id02792,Android,3980,1
id02793,Other,1889,0
id02794,iOS,9441,0
id02795,Android,0,0
id02796,Other,3688,1
id02797,Other,4065,1
id02798,iOS,8018,0
id02799,Android,5977,1
id02800,Android,2836,1
id02801,Android,6264,1
id02802,iOS,11702,0
id02803,Android,2203,1
id02804,Other,4376,0
id02805,iOS,8962,0
id02806,iOS,9170,0
id02807,Android,2215,1
id02808,iOS,9181,0
id02809,Android,3930,1
id02810,Other,4130,0
id02811,Other,6058,0
id02812,Android,2523,1
id02813,Other,8341,0
id02814,Android,2629,1
id02815,Other,4742,0
id02816,Android,0,1
id02817,Android,458,0
id02818,Other,4433,0
id02819,Android,368,1
id02820,Android,4054,0
id02821,Android,5151,1
id02822,Android,2684,1
id02823,iOS,11591,0
id02824,Android,852,1
id02825,Android,0,1
id02826,iOS,12287,0
id02827,Other,3503,1
id02828,Android,1772,1
id02829,Android,3364,1
id02830,iOS,10627,0
id02831,Other,2149,1
id02832,Android,619,1
id02833,iOS,13410,0
id02834,Other,5079,0
id02835,Other,0,0
id02836,iOS,11955,0
id02837,Android,0,1
id02838,iOS,9200,0
id02839,Android,1340,1
id02840,Android,2725,1
id02841,Other,2290,1
id02842,Other,2098,0
id02843,iOS,12867,0
id02844,Android,2605,1
id02845,Android,4470,1
id02846,Other,2431,0
id02847,iOS,13149,0
id02848,Android,637,1
id02849,Android,0,1
id02850,Other,3539,0
id02851,Android,4713,1
id02852,iOS,7864,1
id02853,Other,2114,1
id02854,Android,57,1
id02855,Android,2357,1
id02856,Android,1626,0
id02857,Other,4046,1
id02858,Other,6030,0
id02859,Android,1856,1
id02860,Android,783,0
id02861,Other,5284,0
id02862,Android,925,1
id02863,Other,5228,0
id02864,Other,3429,0
id02865,Other,6088,1
id02866,iOS,10210,0
id02867,iOS,7108,1
id02868,iOS,9230,0
id02869,Other,3653,1
id02870,Android,2521,1
id02871,Android,0,1
id02872,Android,2205,1
id02873,Other,3921,0
id02874,iOS,8451,0
id02875,Other,3616,0
id02876,iOS,8182,0
id02877,iOS,10775,0
id02878,iOS,10229,0
id02879,iOS,11224,0
id02880,iOS,10326,0
id02881,Other,610,1
id02882,Other,2649,1
id02883,iOS,12527,1
id02884,iOS,8408,1
id02885,Other,6370,0
id02886,Android,1970,1
id02887,Android,1201,1
id02888,iOS,11276,0
id02889,iOS,8586,0
id02890,Android,2390,1
id02891,iOS,10545,0
id02892,Android,5750,1
id02893,Other,2560,0
id02894,Android,3619,0
id02895,Android,0,1
id02896,iOS,11006,0
id02897,Other,4320,1
id02898,iOS,8919,0
id02899,Android,2866,1
id02900,iOS,12958,0
id02901,Android,628,1
id02902,Android,0,1
id02903,iOS,6280,0
id02904,Android,2858,1
id02905,Other,912,0
id02906,Android,3108,1
id02907,Android,2759,1
id02908,iOS,12225,0
id02909,iOS,11816,0
id02910,Other,2780,0
id02911,Other,3399,1
id02912,Other,1064,1
id02913,Android,4345,1
id02914,iOS,11506,0
id02915,Android,3566,0
id02916,Android,4666,1
id02917,iOS,10149,0
id02918,Android,1621,0
id02919,Android,3079,1
id02920,iOS,8063,1
id02921,Android,4568,1
id02922,Other,4386,0
id02923,Android,5355,1
id02924,Other,8456,0
id02925,Android,554,0
id02926,Other,3855,0
id02927,iOS,9240,0
id02928,Other,0,0
id02929,Android,1528,1
id02930,Android,806,1
id02931,iOS,11402,0
id02932,Android,5024,1
id02933,Android,399,1
id02934,Other,1977,0
id02935,iOS,9854,0
id02936,iOS,13329,1
id02937,Other,4088,1
id02938,Android,1950,1
id02939,iOS,8630,0
id02940,Android,55,1
id02941,Android,1102,0
id02942,Android,0,1
id02943,Other,1475,0
id02944,Android,3351,1
id02945,Other,1411,1
id02946,iOS,10969,0
id02947,Other,3461,1
id02948,Android,3549,1
id02949,iOS,9941,0
id02950,Other,3920,1
id02951,Android,1844,1
id02952,Android,1195,0
id02953,Android,2439,0
id02954,iOS,10320,0
id02955,iOS,8386,0
id02956,Android,696,0
id02957,Android,786,0
id02958,iOS,12609,0
id02959,Other,4641,1
id02960,Android,2110,1
id02961,iOS,12404,0
id02962,Other,3410,0
id02963,Other,1070,1
id02964,iOS,12111,0
id02965,Android,2922,0
id02966,Other,2417,0
id02967,Other,3313,0
id02968,Android,1733,0
id02969,iOS,11157,0
id02970,iOS,10857,0
id02971,Android,232,1
id02972,Other,1966,0
id02973,Other,1005,0
id02974,iOS,12272,0
id02975,iOS,11681,0
id02976,Other,4336,0
id02977,Other,85,0
id02978,Other,2615,0
id02979,iOS,9634,0
id02980,iOS,11413,0
id02981,iOS,13030,1
id02982,Other,3410,1
id02983,Android,3366,1
id02984,Android,3199,0
id02985,Android,2153,1
id02986,Other,1136,0
id02987,Android,3154,1
id02988,Other,4820,0
id02989,Android,3171,1
id02990,iOS,10020,0
id02991,Android,0,0
id02992,iOS,9917,0
id02993,Other,1943,0
id02994,iOS,5687,0
id02995,iOS,8515,0
id02996,Android,4325,1
id02997,Android,489,1
id02998,Android,63,1
id02999,iOS,10898,0
id03000,Other,1661,0
id03001,Android,745,1
id03002,Android,1929,0
id03003,iOS,15602,1
id03004,Other,5224,1
id03005,Android,1153,1
id03006,Other,3885,0
id03007,Other,4508,1
id03008,iOS,9979,0
id03009,Android,479,0
id03010,iOS,9126,0
id03011,Android,129,0
id03012,Other,502,1
id03013,iOS,11783,0
id03014,iOS,9030,0
id03015,iOS,10363,0
id03016,Other,4713,0
id03017,Android,2927,1
id03018,Other,2811,0
id03019,Android,906,0
id03020,iOS,13775,0
id03021,Android,4325,1
id03022,Other,3929,0
id03023,Other,1627,1
id03024,iOS,8173,0
id03025,Android,2314,1
id03026,iOS,10590,0
id03027,Other,1629,0
id03028,Other,4706,0
id03029,Other,4752,1
id03030,iOS,10062,1
id03031,Android,2564,1
id03032,Android,1389,1
id03033,Android,1277,1
id03034,Android,0,0
id03035,Android,2077,0
id03036,Android,2492,1
id03037,Android,1296,1
id03038,iOS,8285,0
id03039,Other,1362,0
id03040,iOS,12221,1
id03041,iOS,14331,0
id03042,Android,121,1
id03043,iOS,13847,0
id03044,Other,923,0
id03045,Android,0,0
id03046,iOS,11208,0
id03047,iOS,8600,0
id03048,Android,1135,1
id03049,Other,2394,0
id03050,Android,3207,1
id03051,Android,856,0
id03052,iOS,11292,0
id03053,Android,3802,1
id03054,Other,2210,0
id03055,iOS,12276,0
id03056,Other,4125,0
id03057,Android,1386,1
id03058,Other,2597,1
id03059,Other,129,1
id03060,Other,2507,0
id03061,Android,4365,1
id03062,Android,0,0
id03063,Other,2865,1
id03064,Android,754,1
id03065,Other,4946,1
id03066,Android,4461,0
id03067,Other,1868,0
id03068,Android,3796,1
id03069,Android,969,1
id03070,Android,1551,1
id03071,iOS,8869,0
id03072,Android,77,1
id03073,Android,2285,0
id03074,Other,4006,0
id03075,Android,1426,1
id03076,Other,7021,1
id03077,Android,0,1
id03078,Android,4167,1
id03079,Other,5052,1
id03080,Other,4668,0
id03081,Android,2599,0
id03082,Android,0,1
id03083,Android,1866,1
id03084,iOS,11906,0
id03085,Android,1330,1
id03086,Other,3157,0
id03087,iOS,10005,0
id03088,Android,1733,1
id03089,iOS,10646,0
id03090,iOS,10583,1
id03091,Android,3128,0
id03092,Android,454,1
id03093,Other,2427,1
id03094,iOS,11352,1
id03095,iOS,12020,0
id03096,iOS,6090,0
id03097,Android,3630,1
id03098,Other,3515,0
id03099,Other,2692,1
id03100,iOS,10754,0
id03101,iOS,9506,0
id03102,iOS,10738,0
id03103,Android,2459,1
id03104,Android,4298,1
id03105,iOS,6215,0
id03106,Android,1137,1
id03107,Other,5860,0
id03108,Android,4370,0
id03109,Other,2586,0
id03110,Android,3341,0
id03111,Android,0,0
id03112,Android,2010,1
id03113,Android,3096,0
id03114,Other,2194,0
id03115,Other,2001,1
id03116,Other,0,0
id03117,Other,3272,1
id03118,iOS,11251,0
id03119,Android,1834,1
id03120,Android,2475,1
id03121,Android,1411,0
id03122,Android,20,1
id03123,Android,2902,1
id03124,iOS,10497,0
id03125,Android,817,1
id03126,iOS,6456,0
id03127,Other,2722,0
id03128,Android,1960,1
id03129,Android,3085,0
id03130,Other,3639,0
id03131,Other,4464,0
id03132,Other,1788,0
id03133,Other,3016,0
id03134,iOS,10494,0
id03135,Android,5234,0
id03136,Other,3110,0
id03137,Android,4712,1
id03138,iOS,10206,1
id03139,Android,24,1
id03140,iOS,11042,0
id03141,Other,4919,0
id03142,Android,1788,1
id03143,Other,421,0
id03144,iOS,9350,0
id03145,iOS,9227,0
id03146,iOS,10351,1
id03147,iOS,6636,0
id03148,iOS,8816,0
id03149,Other,1231,1
id03150,Other,4085,0
id03151,Android,3250,1
id03152,iOS,7161,0
id03153,iOS,11829,0
id03154,Android,4074,1
id03155,iOS,11201,0
id03156,Other,7442,0
id03157,iOS,6657,0
id03158,Android,3387,1
id03159,iOS,8587,1
id03160,Android,5071,0
id03161,Other,2361,0
id03162,Android,0,1
id03163,Android,3436,0
id03164,Android,0,1
id03165,Android,1659,1
id03166,Other,4457,0
id03167,iOS,12326,0
id03168,iOS,8298,0
id03169,Android,5224,1
id03170,Android,1889,0
id03171,iOS,11559,0
id03172,iOS,8283,0
id03173,Other,5804,0
id03174,Other,4413,1
id03175,Android,44,1
id03176,iOS,11935,0
id03177,iOS,7624,0
id03178,Other,0,0
id03179,Other,3076,0
id03180,iOS,7555,0
id03181,Other,6494,0
id03182,Android,5894,1
id03183,iOS,11699,1
id03184,Other,1082,1
id03185,Android,106,1
id03186,Android,2876,0
id03187,Android,570,0
id03188,Other,4134,0
id03189,Other,3392,0
id03190,iOS,14155,0
id03191,Android,665,1
id03192,Android,0,1
id03193,iOS,10131,0
id03194,Other,3830,0
id03195,Android,2297,1
id03196,Android,0,1
id03197,iOS,11273,0
id03198,iOS,11842,1
id03199,Other,271,0
id03200,Other,5719,0
id03201,Other,6102,0
id03202,Other,1294,1
id03203,Other,4407,0
id03204,Android,2095,0
id03205,Android,0,1
id03206,iOS,11795,1
id03207,iOS,7968,0
id03208,Android,3636,0
id03209,iOS,12441,1
id03210,iOS,9448,0
id03211,Android,0,1
id03212,iOS,12019,0
id03213,Other,5730,1
id03214,iOS,13610,0
id03215,Android,3249,1
id03216,Other,3780,0
id03217,iOS,11562,0
id03218,Android,4270,1
id03219,iOS,8356,0
id03220,Android,2333,1
id03221,Android,4548,0
id03222,Android,331,1
id03223,iOS,13492,0
id03224,iOS,11893,0
id03225,iOS,11208,0
id03226,Android,3171,0
id03227,Android,1681,1
id03228,iOS,12997,1
id03229,Other,3866,1
id03230,Other,4258,1
id03231,Android,2389,1
id03232,Other,5320,0
id03233,Android,1223,0
id03234,iOS,11653,0
id03235,iOS,9122,0
id03236,Android,5070,1
id03237,Android,187,1
id03238,Android,5326,1
id03239,Other,6888,0
id03240,Other,6835,0
id03241,Other,1343,1
id03242,iOS,7846,0
id03243,Other,1862,0
id03244,Android,1131,1
id03245,Other,446,0
id03246,Android,0,1
id03247,iOS,11434,0
id03248,Other,5094,0
id03249,Android,3776,1
id03250,iOS,9785,1
id03251,Android,354,1
id03252,Other,4026,0
id03253,iOS,8947,0
id03254,Android,3791,0
id03255,Android,2855,0
id03256,iOS,8922,1
id03257,Android,0,1
id03258,Android,1194,1
id03259,Other,2188,0
id03260,Other,4440,1
id03261,iOS,8944,0
id03262,Android,2222,1
id03263,Other,366,1
id03264,Android,489,1
id03265,Other,0,0
id03266,Android,5076,0
id03267,iOS,10965,1
id03268,iOS,8298,0
id03269,Android,545,1
id03270,Other,1208,1
id03271,iOS,10376,0
id03272,iOS,13801,0
id03273,Android,1106,1
id03274,iOS,7950,0
id03275,iOS,14312,0
id03276,Other,1866,1
id03277,iOS,10783,0
id03278,iOS,12212,0
id03279,iOS,9520,0
id03280,Android,4150,1
id03281,iOS,10163,1
id03282,iOS,11996,0
id03283,Android,0,0
id03284,iOS,8932,1
id03285,Other,4517,1
id03286,Android,2937,1
id03287,iOS,14698,0
id03288,Android,266,1
id03289,Other,50,0
id03290,Other,3808,0
id03291,iOS,10173,0
id03292,Other,6849,1
id03293,iOS,12357,0
id03294,iOS,10018,0
id03295,iOS,10415,0
id03296,iOS,10801,0
id03297,Android,373,1
id03298,iOS,11310,0
id03299,Other,0,0
id03300,iOS,12241,0
id03301,iOS,10422,1
id03302,Android,1896,1
id03303,iOS,10513,0
id03304,Android,522,1
id03305,iOS,9854,0
id03306,Other,2291,0
id03307,Android,382,1
id03308,iOS,10692,0
id03309,Android,1045,0
id03310,Android,2563,1
id03311,Android,2365,0
id03312,iOS,8093,0
id03313,Android,0,0
id03314,Other,3283,1
id03315,Android,1130,0
id03316,Android,0,1
id03317,Android,0,0
id03318,Android,262,1
id03319,Android,0,1
id03320,Other,6640,0
id03321,Android,807,1
id03322,Android,2293,1
id03323,Android,1039,1
id03324,iOS,12243,0
id03325,iOS,12115,0
id03326,Android,1594,1
id03327,Other,4469,0
id03328,iOS,8542,0
id03329,iOS,11975,0
id03330,Other,3251,0
id03331,Android,4773,1
id03332,iOS,13115,0
id03333,Other,4671,1
id03334,Other,551,0
id03335,Android,1610,0
id03336,Android,3307,1
id03337,iOS,9583,0
id03338,iOS,11867,0
id03339,Android,2598,1
id03340,Other,3034,0
id03341,iOS,12374,0
id03342,iOS,7952,0
id03343,Android,3716,1
id03344,iOS,11893,0
id03345,Other,5211,1
id03346,Other,4413,1
id03347,iOS,9594,0
id03348,Android,3734,1
id03349,Android,4770,0
id03350,Android,3004,0
id03351,Other,2782,0
id03352,Android,4867,1
id03353,iOS,13623,0
id03354,Android,1355,1
id03355,iOS,10182,0
id03356,iOS,10490,0
id03357,iOS,9666,0
id03358,iOS,11119,0
id03359,Other,3940,1
id03360,Android,5512,1
id03361,Other,5057,0
id03362,iOS,8968,1
id03363,Android,5526,1
id03364,Other,0,1
id03365,Android,1071,0
id03366,Android,1672,1
id03367,Android,0,1
id03368,iOS,6373,0
id03369,Android,2713,0
id03370,iOS,7079,0
id03371,iOS,11150,1
id03372,Android,2109,1
id03373,iOS,11830,1
id03374,Android,3975,1
id03375,iOS,13683,0
id03376,Other,3041,0
id03377,Android,4491,0
id03378,Android,1836,1
id03379,iOS,9504,0
id03380,iOS,7024,0
id03381,iOS,10358,1
id03382,iOS,8767,0
id03383,iOS,10640,0
id03384,Android,1461,1
id03385,Android,1513,1
id03386,Other,1052,0
id03387,iOS,9923,0
id03388,iOS,8803,1
id03389,iOS,13665,0
