Id,Age,Gender,Purchased
id26176,<25,Female,Yes
id26177,<25,Male,No
id26178,<25,Male,No
id26179,<25,Female,No
id26180,<25,Female,No
id26181,25+,Male,Yes
id26182,<25,Male,No
id26183,<25,Male,No
id26184,25+,Male,No
id26185,<25,Male,No
id26186,25+,Female,No
id26187,25+,Male,No
id26188,25+,Female,No
id26189,25+,Male,Yes
id26190,25+,Female,No
id26191,<25,Male,No
id26192,<25,Female,No
id26193,25+,Male,No
id26194,25+,Male,No
id26195,<25,Male,No
id26196,<25,Female,Yes
id26197,<25,Female,Yes
id26198,<25,Female,No
id26199,<25,Male,No
id26200,25+,Male,No
id26201,25+,Female,No
id26202,25+,Female,No
id26203,<25,Female,No
id26204,<25,Female,Yes
id26205,<25,Female,No
id26206,<25,Male,No
id26207,<25,Male,No
id26208,<25,Male,No
id26209,<25,Male,Yes
id26210,<25,Female,Yes
id26211,25+,Female,No
id26212,<25,Female,No
id26213,<25,Male,No
id26214,<25,Male,No
id26215,<25,Female,No
id26216,<25,Male,No
id26217,25+,Male,No
id26218,25+,Female,No
id26219,25+,Female,No
id26220,<25,Male,No
id26221,<25,Male,Yes
id26222,<25,Male,No
id26223,<25,Male,No
id26224,25+,Male,No
id26225,<25,Female,No
id26226,<25,Female,Yes
id26227,<25,Male,No
id26228,25+,Male,No
id26229,<25,Male,Yes
id26230,<25,Female,No
id26231,<25,Female,No
id26232,<25,Male,No
id26233,<25,Female,Yes
id26234,<25,Male,No
id26235,<25,Female,No
id26236,<25,Female,No
id26237,<25,Male,No
id26238,<25,Male,No
id26239,<25,Female,No
id26240,<25,Male,No
id26241,25+,Male,No
id26242,<25,Female,Yes
id26243,25+,Male,No
id26244,<25,Female,Yes
id26245,<25,Male,No
id26246,25+,Female,No
id26247,<25,Female,No
id26248,<25,Male,Yes
id26249,25+,Female,No
id26250,<25,Male,Yes
id26251,<25,Female,No
id26252,<25,Male,No
id26253,<25,Male,No
id26254,<25,Male,No
id26255,<25,Male,No
id26256,<25,Female,No
id26257,<25,Female,No
id26258,<25,Male,No
id26259,<25,Female,No
id26260,25+,Female,No
id26261,25+,Male,No
id26262,25+,Male,No
id26263,25+,Female,No
id26264,<25,Female,No
id26265,<25,Female,Yes
id26266,<25,Male,No
id26267,<25,Female,No
id26268,25+,Male,No
id26269,25+,Female,No
id26270,<25,Female,No
id26271,<25,Female,Yes
id26272,<25,Male,No
id26273,25+,Male,Yes
id26274,<25,Male,No
id26275,<25,Male,Yes
id26276,<25,Female,No
id26277,25+,Male,No
id26278,<25,Female,No
id26279,<25,Male,No
id26280,<25,Male,No
id26281,<25,Female,Yes
id26282,25+,Female,No
id26283,<25,Female,Yes
id26284,<25,Female,No
id26285,<25,Male,No
id26286,<25,Male,No
id26287,<25,Female,No
id26288,25+,Male,No
id26289,<25,Male,No
id26290,<25,Male,Yes
id26291,<25,Male,No
id26292,<25,Male,No
id26293,<25,Male,No
id26294,25+,Male,No
id26295,<25,Male,No
id26296,<25,Male,No
id26297,25+,Female,No
id26298,<25,Female,No
id26299,<25,Female,No
id26300,<25,Female,No
id26301,<25,Female,No
id26302,<25,Female,No
id26303,<25,Female,No
id26304,<25,Female,No
id26305,25+,Female,No
id26306,25+,Male,No
id26307,25+,Female,No
id26308,<25,Female,No
id26309,<25,Male,No
id26310,25+,Female,No
id26311,25+,Male,No
id26312,<25,Male,Yes
id26313,<25,Female,Yes
id26314,<25,Female,No
id26315,<25,Female,No
id26316,25+,Male,No
id26317,<25,Female,No
id26318,25+,Male,Yes
id26319,<25,Male,No
id26320,<25,Female,No
id26321,25+,Female,No
id26322,25+,Male,No
id26323,25+,Female,Yes
id26324,<25,Female,No
id26325,<25,Female,No
id26326,25+,Female,Yes
id26327,<25,Female,No
id26328,<25,Female,No
id26329,<25,Male,No
id26330,<25,Female,Yes
id26331,25+,Male,No
id26332,25+,Male,No
id26333,25+,Female,No
id26334,25+,Male,No
id26335,<25,Female,No
id26336,<25,Female,Yes
id26337,<25,Male,No
id26338,<25,Male,No
id26339,25+,Female,No
id26340,<25,Male,No
id26341,<25,Male,Yes
id26342,25+,Female,Yes
id26343,25+,Male,No
id26344,<25,Female,No
id26345,<25,Male,No
id26346,<25,Male,Yes
id26347,25+,Male,No
id26348,<25,Female,Yes
id26349,<25,Female,No
id26350,25+,Male,No
id26351,<25,Female,No
id26352,<25,Male,No
id26353,<25,Female,No
id26354,<25,Male,No
id26355,25+,Male,No
id26356,<25,Female,No
id26357,<25,Male,No
id26358,<25,Female,No
id26359,25+,Female,No
id26360,<25,Male,No
id26361,25+,Female,No
id26362,<25,Male,Yes
id26363,<25,Male,No
id26364,<25,Female,No
id26365,<25,Male,No
id26366,<25,Male,No
id26367,<25,Male,No
id26368,<25,Male,No
id26369,25+,Male,No
id26370,<25,Female,No
id26371,<25,Female,Yes
id26372,<25,Male,No
id26373,<25,Female,Yes
id26374,<25,Female,No
id26375,25+,Male,No
id26376,<25,Male,No
id26377,<25,Male,No
id26378,<25,Female,No
id26379,<25,Male,No
id26380,<25,Male,No
id26381,25+,Male,No
id26382,25+,Male,Yes
id26383,<25,Male,No
id26384,<25,Female,Yes
id26385,<25,Male,No
id26386,<25,Female,No
id26387,25+,Male,No
id26388,<25,Male,No
id26389,<25,Female,Yes
id26390,<25,Male,No
id26391,<25,Male,No
id26392,<25,Female,No
id26393,<25,Male,No
id26394,<25,Female,No
id26395,<25,Female,No
id26396,<25,Female,No
id26397,<25,Female,Yes
id26398,<25,Female,No
id26399,25+,Male,No
id26400,<25,Male,No
id26401,<25,Male,No
id26402,<25,Female,No
id26403,<25,Male,No
id26404,25+,Male,No
id26405,<25,Male,No
id26406,<25,Male,Yes
id26407,<25,Female,No
id26408,<25,Female,Yes
id26409,<25,Male,No
id26410,<25,Female,No
id26411,<25,Male,No
id26412,<25,Female,Yes
id26413,<25,Female,No
id26414,25+,Male,No
id26415,<25,Female,No
id26416,<25,Male,No
id26417,<25,Male,Yes
id26418,<25,Male,No
id26419,<25,Female,Yes
id26420,<25,Male,No
id26421,<25,Male,Yes
id26422,<25,Female,No
id26423,25+,Female,No
id26424,25+,Female,No
id26425,25+,Female,No
id26426,<25,Female,No
id26427,25+,Female,No
id26428,25+,Female,No
id26429,<25,Male,No
id26430,<25,Male,No
id26431,<25,Female,Yes
id26432,<25,Female,No
id26433,25+,Male,No
id26434,<25,Female,No
id26435,25+,Male,No
id26436,25+,Male,No
id26437,<25,Male,No
id26438,<25,Male,Yes
id26439,25+,Male,No
id26440,<25,Male,Yes
id26441,25+,Female,No
id26442,25+,Male,No
id26443,<25,Female,No
id26444,<25,Female,No
id26445,<25,Female,No
id26446,<25,Male,No
id26447,<25,Male,Yes
id26448,<25,Female,No
id26449,<25,Male,Yes
id26450,25+,Female,No
id26451,<25,Female,No
id26452,<25,Male,No
id26453,<25,Male,No
id26454,<25,Male,No
id26455,<25,Male,No
id26456,<25,Male,No
id26457,25+,Male,No
id26458,25+,Male,No
id26459,<25,Female,Yes
id26460,<25,Male,No
id26461,<25,Male,No
id26462,25+,Female,No
id26463,25+,Female,No
id26464,<25,Female,No
id26465,<25,Female,No
id26466,<25,Female,No
id26467,<25,Male,No
id26468,<25,Female,No
id26469,25+,Male,No
id26470,<25,Male,No
id26471,<25,Male,No
id26472,<25,Male,No
id26473,<25,Male,No
id26474,25+,Male,No
id26475,<25,Female,No
id26476,<25,Female,Yes
id26477,25+,Female,Yes
id26478,<25,Female,No
id26479,<25,Female,No
id26480,25+,Male,No
id26481,25+,Male,Yes
id26482,<25,Female,No
id26483,<25,Female,No
id26484,<25,Male,No
id26485,<25,Male,Yes
id26486,<25,Male,No
id26487,<25,Female,No
id26488,<25,Female,No
id26489,<25,Male,No
id26490,<25,Male,No
id26491,<25,Female,No
id26492,<25,Female,No
id26493,25+,Male,No
id26494,<25,Female,Yes
id26495,<25,Male,No
id26496,25+,Female,No
id26497,<25,Male,No
id26498,25+,Female,No
id26499,<25,Female,No
id26500,<25,Male,No
id26501,<25,Male,No
id26502,<25,Male,No
id26503,<25,Male,Yes
id26504,25+,Female,No
id26505,25+,Female,No
id26506,<25,Male,No
id26507,25+,Female,Yes
id26508,25+,Male,No
id26509,25+,Male,No
id26510,<25,Male,No
id26511,25+,Male,No
id26512,25+,Male,No
id26513,<25,Female,Yes
id26514,<25,Male,No
id26515,25+,Female,No
id26516,<25,Female,Yes
id26517,25+,Female,No
id26518,<25,Male,Yes
id26519,<25,Female,No
id26520,<25,Male,No
id26521,<25,Female,No
id26522,<25,Female,No
id26523,25+,Female,No
id26524,<25,Male,No
id26525,<25,Female,No
id26526,<25,Female,No
id26527,<25,Male,No
id26528,<25,Female,Yes
id26529,<25,Male,No
id26530,25+,Male,No
id26531,<25,Male,No
id26532,25+,Female,No
id26533,<25,Female,No
id26534,25+,Female,No
id26535,<25,Female,No
id26536,<25,Female,No
id26537,<25,Female,No
id26538,<25,Male,No
id26539,<25,Female,No
id26540,25+,Male,No
id26541,<25,Male,No
id26542,25+,Male,No
id26543,<25,Male,No
id26544,<25,Female,No
id26545,<25,Male,No
id26546,25+,Female,No
id26547,<25,Female,No
id26548,25+,Male,No
id26549,<25,Female,No
id26550,<25,Female,No
id26551,<25,Female,No
id26552,<25,Female,No
id26553,25+,Female,Yes
id26554,<25,Female,No
id26555,<25,Male,No
id26556,<25,Female,No
id26557,<25,Male,No
id26558,<25,Female,No
id26559,25+,Female,No
id26560,<25,Male,Yes
id26561,<25,Male,No
id26562,25+,Male,No
id26563,25+,Female,No
id26564,25+,Male,No
id26565,<25,Female,No
id26566,25+,Female,No
id26567,<25,Female,No
id26568,<25,Male,No
id26569,<25,Female,No
id26570,<25,Male,No
id26571,<25,Male,No
id26572,<25,Male,No
id26573,<25,Female,No
id26574,<25,Male,No
id26575,<25,Female,No
id26576,25+,Male,No
id26577,<25,Male,Yes
id26578,25+,Male,No
id26579,<25,Male,No
id26580,<25,Male,No
id26581,<25,Female,No
id26582,<25,Male,No
id26583,<25,Male,No
id26584,<25,Male,No
id26585,<25,Female,No
id26586,<25,Male,No
id26587,25+,Male,No
id26588,<25,Female,No
id26589,25+,Female,No
id26590,<25,Female,No
id26591,<25,Female,No
id26592,<25,Male,No
id26593,<25,Male,No
id26594,<25,Female,Yes
id26595,<25,Female,No
id26596,<25,Male,No
id26597,25+,Female,No
id26598,<25,Male,No
id26599,<25,Male,No
id26600,<25,Male,No
id26601,<25,Female,No
id26602,25+,Female,No
id26603,<25,Male,Yes
id26604,<25,Female,No
id26605,<25,Female,No
id26606,<25,Male,No
id26607,<25,Male,Yes
id26608,25+,Female,No
id26609,<25,Female,No
id26610,<25,Female,No
id26611,<25,Male,No
id26612,25+,Female,No
id26613,<25,Male,No
id26614,<25,Male,No
id26615,<25,Female,Yes
id26616,<25,Male,No
id26617,<25,Female,No
id26618,<25,Male,No
id26619,<25,Female,No
id26620,<25,Female,No
id26621,25+,Male,No
id26622,25+,Male,No
id26623,25+,Female,No
id26624,<25,Male,No
id26625,<25,Female,No
id26626,<25,Female,Yes
id26627,<25,Female,No
id26628,<25,Female,No
id26629,25+,Female,No
id26630,25+,Female,No
id26631,<25,Female,No
id26632,<25,Female,No
id26633,<25,Female,No
id26634,<25,Male,Yes
id26635,<25,Male,Yes
id26636,<25,Male,No
id26637,25+,Male,No
id26638,25+,Male,No
id26639,25+,Male,No
id26640,<25,Female,Yes
id26641,25+,Female,No
id26642,<25,Male,No
id26643,<25,Female,Yes
id26644,25+,Male,No
id26645,<25,Female,No
id26646,<25,Female,Yes
id26647,<25,Female,No
id26648,<25,Female,No
id26649,<25,Male,No
id26650,<25,Female,No
id26651,<25,Female,No
id26652,<25,Female,No
id26653,<25,Male,Yes
id26654,25+,Female,No
id26655,<25,Male,No
id26656,25+,Female,No
id26657,<25,Female,Yes
id26658,<25,Male,No
id26659,<25,Male,No
id26660,25+,Female,No
id26661,<25,Male,No
id26662,<25,Female,No
id26663,<25,Male,No
id26664,<25,Male,Yes
id26665,<25,Female,No
id26666,<25,Female,Yes
id26667,<25,Female,No
id26668,<25,Male,No
id26669,<25,Male,No
id26670,<25,Female,No
id26671,25+,Male,No
id26672,<25,Male,No
id26673,25+,Male,No
id26674,<25,Female,No
id26675,25+,Female,No
id26676,25+,Male,No
id26677,<25,Male,Yes
id26678,<25,Female,No
id26679,<25,Female,Yes
id26680,25+,Male,No
id26681,25+,Female,No
id26682,<25,Male,No
id26683,<25,Female,No
id26684,25+,Female,No
id26685,<25,Female,No
id26686,<25,Male,Yes
id26687,<25,Male,Yes
id26688,<25,Female,No
id26689,<25,Male,Yes
id26690,<25,Female,No
id26691,<25,Female,No
id26692,<25,Male,No
id26693,<25,Male,No
id26694,<25,Male,No
id26695,<25,Female,No
id26696,<25,Male,No
id26697,25+,Female,No
id26698,<25,Male,Yes
id26699,<25,Male,No
id26700,<25,Female,No
id26701,25+,Male,No
id26702,<25,Female,No
id26703,25+,Male,No
id26704,<25,Male,No
id26705,<25,Male,No
id26706,25+,Female,No
id26707,<25,Male,No
id26708,<25,Female,No
id26709,25+,Male,No
id26710,<25,Male,No
id26711,<25,Male,No
id26712,25+,Female,No
id26713,<25,Male,No
id26714,25+,Male,No
id26715,<25,Male,No
id26716,<25,Male,No
id26717,<25,Female,Yes
id26718,<25,Female,Yes
id26719,<25,Female,No
id26720,<25,Male,No
id26721,25+,Male,No
id26722,25+,Male,No
id26723,<25,Male,No
id26724,25+,Male,No
id26725,<25,Male,No
id26726,<25,Male,No
id26727,<25,Male,Yes
id26728,<25,Female,No
id26729,25+,Female,No
id26730,<25,Male,No
id26731,<25,Male,No
id26732,<25,Male,No
id26733,<25,Male,No
id26734,<25,Male,No
id26735,<25,Male,No
id26736,<25,Male,No
id26737,<25,Female,No
id26738,<25,Female,No
id26739,<25,Male,Yes
id26740,25+,Female,No
id26741,25+,Male,No
id26742,25+,Male,No
id26743,<25,Female,No
id26744,<25,Female,No
id26745,<25,Male,No
id26746,<25,Male,No
id26747,<25,Male,No
id26748,<25,Male,No
id26749,<25,Female,No
id26750,<25,Female,No
id26751,25+,Male,No
id26752,<25,Male,No
id26753,25+,Female,No
id26754,<25,Female,No
id26755,<25,Female,No
id26756,<25,Male,No
id26757,<25,Male,No
id26758,<25,Male,Yes
id26759,<25,Female,Yes
id26760,<25,Female,No
id26761,<25,Female,Yes
id26762,<25,Female,Yes
id26763,<25,Female,Yes
id26764,25+,Male,No
id26765,<25,Male,No
id26766,<25,Female,No
id26767,25+,Male,Yes
id26768,<25,Female,No
id26769,<25,Female,No
id26770,<25,Male,No
id26771,<25,Female,No
id26772,25+,Female,No
id26773,<25,Male,No
id26774,<25,Male,No
id26775,<25,Male,No
id26776,<25,Male,No
id26777,<25,Male,No
id26778,<25,Female,No
id26779,<25,Male,No
id26780,<25,Male,No
id26781,<25,Female,Yes
id26782,<25,Female,No
id26783,<25,Male,No
id26784,<25,Female,No
id26785,<25,Male,No
id26786,<25,Male,Yes
id26787,<25,Male,No
id26788,<25,Female,No
id26789,<25,Female,No
id26790,<25,Male,No
id26791,<25,Female,Yes
id26792,<25,Female,No
id26793,<25,Female,No
id26794,<25,Male,No
id26795,<25,Male,No
id26796,25+,Female,No
id26797,<25,Male,No
id26798,<25,Female,No
id26799,<25,Male,No
id26800,25+,Female,No
id26801,<25,Female,No
id26802,25+,Female,Yes
id26803,<25,Female,No
id26804,25+,Female,No
id26805,<25,Male,Yes
id26806,<25,Male,No
id26807,<25,Male,No
id26808,<25,Female,No
id26809,<25,Male,No
id26810,25+,Male,No
id26811,<25,Female,No
id26812,<25,Male,No
id26813,<25,Female,No
id26814,<25,Female,No
id26815,<25,Female,Yes
id26816,<25,Male,No
id26817,<25,Male,No
id26818,<25,Female,No
id26819,<25,Male,No
id26820,25+,Male,No
id26821,<25,Male,No
id26822,<25,Female,No
id26823,<25,Male,No
id26824,25+,Male,Yes
id26825,<25,Male,No
id26826,25+,Male,No
id26827,25+,Male,No
id26828,<25,Male,No
id26829,<25,Female,Yes
id26830,<25,Male,No
id26831,25+,Female,No
id26832,<25,Female,No
id26833,25+,Male,No
id26834,25+,Male,No
id26835,<25,Female,No
id26836,25+,Male,No
id26837,<25,Male,No
id26838,25+,Male,No
id26839,<25,Male,Yes
id26840,<25,Female,No
id26841,<25,Female,No
id26842,<25,Female,No
id26843,<25,Female,No
id26844,25+,Female,No
id26845,25+,Female,No
id26846,<25,Female,No
id26847,<25,Male,No
id26848,<25,Male,No
id26849,<25,Female,No
id26850,<25,Male,No
id26851,<25,Female,No
id26852,<25,Female,Yes
id26853,25+,Female,No
id26854,25+,Male,No
id26855,<25,Male,No
id26856,<25,Female,No
id26857,<25,Female,Yes
id26858,25+,Male,No
id26859,<25,Male,No
id26860,<25,Male,No
id26861,<25,Male,No
id26862,25+,Female,No
id26863,<25,Female,Yes
id26864,<25,Male,No
id26865,<25,Female,No
id26866,25+,Male,No
id26867,25+,Female,No
id26868,<25,Female,No
id26869,<25,Male,No
id26870,<25,Female,No
id26871,<25,Male,No
id26872,25+,Female,No
id26873,<25,Male,No
id26874,<25,Female,No
id26875,<25,Female,No
id26876,<25,Male,No
id26877,<25,Male,No
id26878,<25,Female,No
id26879,25+,Female,No
id26880,25+,Female,No
id26881,<25,Male,No
id26882,25+,Male,No
id26883,<25,Female,No
id26884,25+,Male,Yes
id26885,<25,Female,No
id26886,<25,Female,No
id26887,<25,Female,Yes
id26888,<25,Female,No
id26889,<25,Male,No
id26890,<25,Male,No
id26891,<25,Female,Yes
id26892,<25,Male,No
id26893,<25,Female,No
id26894,<25,Female,No
id26895,<25,Male,No
id26896,<25,Female,No
id26897,<25,Male,No
id26898,<25,Male,Yes
id26899,<25,Female,No
id26900,25+,Female,Yes
id26901,<25,Male,No
id26902,<25,Male,No
id26903,25+,Female,Yes
id26904,<25,Female,Yes
id26905,<25,Female,No
id26906,<25,Male,Yes
id26907,25+,Male,No
id26908,<25,Male,No
id26909,<25,Female,No
id26910,25+,Female,No
id26911,<25,Male,No
id26912,<25,Female,No
id26913,25+,Female,No
id26914,25+,Female,No
id26915,<25,Female,No
id26916,<25,Male,No
id26917,<25,Male,No
id26918,<25,Male,No
id26919,<25,Female,No
id26920,<25,Female,No
id26921,<25,Male,No
id26922,<25,Female,Yes
id26923,<25,Male,No
id26924,25+,Female,Yes
id26925,<25,Male,No
id26926,<25,Male,No
id26927,<25,Female,No
id26928,25+,Female,No
id26929,<25,Male,No
id26930,25+,Female,No
id26931,<25,Male,Yes
id26932,25+,Female,No
id26933,<25,Female,No
id26934,<25,Female,No
id26935,25+,Female,No
id26936,<25,Female,No
id26937,<25,Male,No
id26938,<25,Male,No
id26939,25+,Female,No
id26940,<25,Female,No
id26941,<25,Female,No
id26942,<25,Male,No
id26943,<25,Male,Yes
id26944,<25,Male,No
id26945,<25,Male,No
id26946,25+,Female,No
id26947,<25,Male,No
id26948,<25,Male,No
id26949,<25,Female,No
id26950,<25,Female,No
id26951,<25,Male,No
id26952,<25,Male,Yes
id26953,<25,Female,No
id26954,<25,Male,Yes
id26955,<25,Female,No
id26956,<25,Male,No
id26957,<25,Male,No
id26958,<25,Female,Yes
id26959,25+,Male,No
id26960,<25,Male,No
id26961,25+,Female,No
id26962,25+,Male,Yes
id26963,<25,Female,No
id26964,<25,Female,Yes
id26965,25+,Female,No
id26966,<25,Female,No
id26967,<25,Female,Yes
id26968,<25,Female,No
id26969,<25,Female,No
id26970,<25,Female,Yes
id26971,<25,Male,No
id26972,<25,Male,No
id26973,<25,Male,No
id26974,<25,Female,No
id26975,<25,Female,No
id26976,25+,Female,No
id26977,<25,Male,No
id26978,<25,Male,No
id26979,<25,Female,No
id26980,<25,Female,No
id26981,<25,Male,No
id26982,<25,Female,No
id26983,<25,Female,Yes
id26984,<25,Female,Yes
id26985,<25,Male,No
id26986,<25,Male,No
id26987,<25,Female,No
id26988,<25,Male,No
id26989,<25,Female,No
id26990,<25,Male,No
id26991,25+,Male,No
id26992,<25,Female,No
id26993,<25,Female,No
id26994,<25,Male,No
id26995,<25,Female,No
id26996,<25,Female,No
id26997,<25,Female,No
id26998,<25,Male,No
id26999,<25,Male,No
id27000,<25,Male,No
id27001,<25,Male,No
id27002,<25,Female,No
id27003,<25,Female,No
id27004,<25,Female,Yes
id27005,<25,Male,No
id27006,<25,Male,No
id27007,<25,Male,No
id27008,<25,Male,No
id27009,<25,Male,No
id27010,<25,Male,Yes
id27011,<25,Male,Yes
id27012,<25,Female,No
id27013,<25,Female,No
id27014,25+,Male,Yes
id27015,<25,Male,Yes
id27016,<25,Female,Yes
id27017,<25,Male,No
id27018,25+,Female,No
id27019,<25,Male,No
id27020,<25,Female,No
id27021,25+,Female,No
id27022,25+,Male,No
id27023,<25,Female,No
id27024,25+,Female,No
id27025,<25,Male,Yes
id27026,25+,Male,No
id27027,<25,Female,No
id27028,<25,Female,No
id27029,<25,Female,No
id27030,<25,Female,No
id27031,<25,Female,Yes
id27032,<25,Female,No
id27033,<25,Male,No
id27034,25+,Male,No
id27035,<25,Male,No
id27036,25+,Female,No
id27037,<25,Male,Yes
id27038,<25,Male,No
id27039,<25,Female,Yes
id27040,<25,Female,No
id27041,25+,Male,No
id27042,<25,Female,No
id27043,<25,Male,Yes
id27044,<25,Female,No
id27045,25+,Male,Yes
id27046,<25,Female,No
id27047,<25,Male,No
id27048,<25,Female,No
id27049,<25,Female,No
id27050,<25,Female,No
id27051,<25,Male,No
id27052,<25,Female,No
id27053,<25,Male,No
id27054,<25,Male,No
id27055,25+,Male,No
id27056,<25,Male,No
id27057,<25,Female,Yes
id27058,<25,Male,No
id27059,<25,Male,No
id27060,25+,Male,No
id27061,<25,Male,No
id27062,<25,Male,No
id27063,<25,Male,Yes
id27064,<25,Female,No
id27065,25+,Female,No
id27066,25+,Female,No
id27067,<25,Female,No
id27068,<25,Male,No
id27069,<25,Male,No
id27070,<25,Male,No
id27071,25+,Female,No
id27072,<25,Male,No
id27073,<25,Female,Yes
id27074,<25,Female,No
id27075,<25,Male,No
id27076,<25,Female,No
id27077,<25,Male,No
id27078,25+,Male,No
id27079,25+,Male,No
id27080,<25,Female,Yes
id27081,25+,Male,Yes
id27082,<25,Male,No
id27083,<25,Male,No
id27084,<25,Female,No
id27085,<25,Male,No
id27086,<25,Female,No
id27087,<25,Male,No
id27088,25+,Female,Yes
id27089,<25,Male,No
id27090,<25,Female,No
id27091,<25,Male,No
id27092,<25,Male,No
id27093,<25,Male,No
id27094,<25,Male,No
id27095,25+,Male,No
id27096,25+,Male,Yes
id27097,<25,Male,No
id27098,<25,Male,Yes
id27099,25+,Male,No
id27100,<25,Female,No
id27101,<25,Male,Yes
id27102,<25,Male,Yes
id27103,<25,Male,No
id27104,<25,Male,No
id27105,25+,Male,No
id27106,<25,Male,No
id27107,<25,Male,No
id27108,25+,Female,Yes
id27109,<25,Female,Yes
id27110,<25,Male,No
id27111,<25,Male,Yes
id27112,<25,Male,No
id27113,25+,Female,No
id27114,25+,Female,Yes
id27115,<25,Male,Yes
id27116,<25,Male,No
id27117,<25,Male,No
id27118,<25,Male,No
id27119,25+,Male,No
id27120,<25,Female,Yes
id27121,<25,Male,No
id27122,<25,Male,No
id27123,<25,Male,No
id27124,<25,Female,No
id27125,<25,Female,Yes
id27126,25+,Male,No
id27127,25+,Male,No
id27128,<25,Female,Yes
id27129,<25,Female,No
id27130,25+,Male,No
id27131,25+,Female,No
id27132,<25,Female,No
id27133,<25,Male,No
id27134,25+,Male,No
id27135,<25,Male,No
id27136,<25,Male,No
id27137,<25,Male,No
id27138,<25,Male,Yes
id27139,<25,Male,No
id27140,<25,Female,No
id27141,25+,Male,No
id27142,<25,Male,No
id27143,<25,Female,No
id27144,25+,Male,Yes
id27145,<25,Female,Yes
id27146,<25,Male,No
id27147,25+,Female,No
id27148,<25,Male,No
id27149,25+,Male,Yes
id27150,25+,Female,No
id27151,<25,Male,No
id27152,<25,Male,No
id27153,<25,Male,No
id27154,<25,Female,Yes
id27155,25+,Male,No
id27156,<25,Male,No
id27157,25+,Female,No
id27158,<25,Male,No
id27159,<25,Male,No
id27160,<25,Male,No
id27161,25+,Female,No
id27162,<25,Male,No
id27163,<25,Male,No
id27164,25+,Female,No
id27165,25+,Male,No
id27166,25+,Female,Yes
id27167,<25,Male,No
id27168,<25,Female,No
id27169,25+,Female,No
id27170,25+,Female,No
id27171,<25,Female,Yes
id27172,25+,Male,No
id27173,<25,Female,No
id27174,<25,Female,No
id27175,<25,Male,No
id27176,<25,Male,No
id27177,<25,Male,No
id27178,<25,Male,Yes
id27179,<25,Male,No
id27180,<25,Male,No
id27181,<25,Female,No
id27182,<25,Male,No
id27183,<25,Male,No
id27184,25+,Male,No
id27185,25+,Male,No
id27186,<25,Male,No
id27187,<25,Female,Yes
id27188,25+,Female,No
id27189,<25,Female,Yes
id27190,<25,Female,No
id27191,<25,Male,No
id27192,<25,Female,No
id27193,25+,Female,No
id27194,25+,Female,No
id27195,<25,Female,No
id27196,<25,Male,No
id27197,25+,Female,No
id27198,25+,Male,Yes
id27199,<25,Male,No
id27200,<25,Female,No
id27201,<25,Male,No
id27202,<25,Female,Yes
id27203,<25,Female,No
id27204,<25,Female,No
id27205,<25,Female,No
id27206,<25,Female,No
id27207,<25,Female,No
id27208,<25,Female,No
id27209,<25,Male,No
id27210,25+,Male,No
id27211,<25,Male,No
id27212,25+,Male,No
id27213,<25,Male,No
id27214,<25,Male,No
id27215,<25,Male,No
id27216,<25,Female,No
id27217,<25,Female,No
id27218,<25,Male,Yes
id27219,25+,Male,No
id27220,<25,Male,No
id27221,<25,Male,No
id27222,<25,Male,No
id27223,25+,Male,No
id27224,25+,Male,No
id27225,25+,Male,No
id27226,<25,Male,No
id27227,<25,Male,No
id27228,<25,Female,No
id27229,<25,Female,No
id27230,25+,Male,Yes
id27231,<25,Female,No
id27232,<25,Female,Yes
id27233,<25,Male,Yes
id27234,<25,Male,No
id27235,<25,Female,No
id27236,<25,Male,No
id27237,25+,Male,Yes
id27238,25+,Male,No
id27239,<25,Male,No
id27240,25+,Female,Yes
id27241,<25,Female,Yes
id27242,<25,Female,No
id27243,<25,Female,Yes
id27244,<25,Male,No
id27245,<25,Male,No
id27246,<25,Male,No
id27247,25+,Female,No
id27248,25+,Male,No
id27249,<25,Female,Yes
id27250,<25,Female,Yes
id27251,25+,Female,Yes
id27252,<25,Female,Yes
id27253,<25,Female,Yes
id27254,<25,Male,No
id27255,<25,Male,Yes
id27256,<25,Male,No
id27257,<25,Male,No
id27258,25+,Female,No
id27259,<25,Female,Yes
id27260,<25,Male,No
id27261,<25,Male,No
id27262,<25,Female,No
id27263,<25,Female,No
id27264,<25,Male,Yes
id27265,<25,Male,No
id27266,<25,Male,No
id27267,<25,Female,Yes
id27268,<25,Male,No
id27269,<25,Male,No
id27270,25+,Male,No
id27271,<25,Female,No
id27272,<25,Female,No
id27273,<25,Female,No
id27274,25+,Male,No
id27275,<25,Male,No
id27276,25+,Male,No
id27277,<25,Male,No
id27278,<25,Male,No
id27279,<25,Male,No
id27280,25+,Female,Yes
id27281,<25,Female,No
id27282,<25,Female,No
id27283,<25,Female,Yes
id27284,25+,Female,No
id27285,25+,Female,No
id27286,<25,Female,No
id27287,<25,Male,No
id27288,<25,Male,No
id27289,<25,Female,No
id27290,<25,Female,No
id27291,25+,Male,No
id27292,<25,Male,No
id27293,<25,Female,Yes
id27294,<25,Female,No
id27295,<25,Female,No
id27296,<25,Male,No
id27297,<25,Female,No
id27298,25+,Female,No
id27299,25+,Male,No
id27300,<25,Female,No
id27301,<25,Male,No
id27302,25+,Female,No
id27303,25+,Male,No
id27304,<25,Male,No
id27305,<25,Female,No
id27306,<25,Male,No
id27307,<25,Male,Yes
id27308,25+,Male,No
