Payments,Costs,Profit,Age,Gender,AgeGroup
18550,10150,8400,33,male,25-39
7400,7900,-500,19,male,18-24
9250,6700,2550,19,male,18-24
9050,9500,-450,19,male,18-24
7750,7850,-100,19,male,18-24
31450,19750,11700,18,female,18-24
10900,11250,-350,40,female,40+
42300,10250,32050,18,female,18-24
12650,11750,900,31,Female,25-39
10100,6700,3400,18,male,18-24
19700,14900,4800,30,male,25-39
36450,16550,19900,19,female,18-24
8300,8000,300,18,male,18-24
11600,10250,1350,18,male,18-24
48200,15050,33150,19,female,18-24
6250,12000,-5750,30,FEMALE,25-39
122950,41150,81800,21,male,18-24
51650,15350,36300,18,female,18-24
110250,38850,71400,24,male,18-24
35100,16900,18200,19,female,18-24
32650,18050,14600,18,female,18-24
50200,10200,40000,18,female,18-24
52850,21650,31200,21,female,18-24
9550,9600,-50,20,male,18-24
11400,7450,3950,19,male,18-24
12450,12350,100,45,female,40+
9750,8900,850,39,male,25-39
42750,8700,34050,18,female,18-24
40950,16850,24100,19,female,18-24
11400,8000,3400,19,male,18-24
44250,22800,21450,21,female,18-24
47700,19900,27800,21,female,18-24
29500,14000,15500,19,female,18-24
23300,11400,11900,27,female,25-39
11950,13500,-1550,29,FEMALE,25-39
7900,6700,1200,18,male,18-24
19000,11800,7200,33,male,25-39
19700,9100,10600,31,Female,25-39
12850,7550,5300,18,male,18-24
24400,9750,14650,31,male,25-39
9250,7500,1750,18,male,18-24
10100,8200,1900,18,male,18-24
23600,10500,13100,26,female,25-39
19750,11050,8700,33,male,25-39
63000,13050,49950,21,female,18-24
11200,6850,4350,20,male,18-24
59000,10650,48350,22,female,18-24
51750,17600,34150,23,female,18-24
16100,10750,5350,39,male,25-39
63250,19050,44200,21,female,18-24
11050,10050,1000,18,male,18-24
123750,42600,81150,21,male,18-24
10400,8050,2350,19,male,18-24
10100,8800,1300,18,male,18-24
49550,11100,38450,19,female,18-24
16800,7550,9250,38,Female,25-39
24650,9850,14800,33,Female,25-39
10050,7850,2200,19,male,18-24
12350,10000,2350,19,male,18-24
36950,16100,20850,18,female,18-24
53850,23000,30850,21,female,18-24
22550,13250,9300,35,Female,25-39
57750,16650,41100,19,female,18-24
9300,7750,1550,20,male,18-24
21000,10950,10050,29,male,25-39
22000,10850,11150,28,male,25-39
39200,14350,24850,19,female,18-24
37800,20500,17300,18,female,18-24
9050,7200,1850,19,male,18-24
11150,13900,-2750,30,FEMALE,25-39
9650,7400,2250,19,male,18-24
7800,7500,300,18,male,18-24
11500,10500,1000,18,male,18-24
23050,8250,14800,32,male,25-39
53150,28900,24250,23,female,18-24
10700,7600,3100,19,male,18-24
132900,38600,94300,21,male,18-24
39850,13400,26450,19,female,18-24
115100,35900,79200,22,male,18-24
43950,11700,32250,21,female,18-24
115650,45700,69950,21,male,18-24
23250,10750,12500,31,Female,25-39
18050,13700,4350,25,male,25-39
28350,16400,11950,35,Female,25-39
110400,37850,72550,21,male,18-24
19700,10700,9000,28,male,25-39
18700,13750,4950,33,male,25-39
24150,12000,12150,26,male,25-39
11850,10200,1650,20,male,18-24
17700,12450,5250,38,Female,25-39
8850,8100,750,19,male,18-24
46650,11650,35000,19,female,18-24
33750,22350,11400,22,female,18-24
124150,45850,78300,21,male,18-24
40050,8200,31850,18,female,18-24
123200,42000,81200,23,male,18-24
46900,18800,28100,18,female,18-24
13750,8500,5250,18,male,18-24
11450,8200,3250,19,male,18-24
23050,11050,12000,31,male,25-39
9250,6650,2600,18,male,18-24
9400,7200,2200,19,male,18-24
31350,16150,15200,19,female,18-24
41050,18950,22100,18,female,18-24
11100,7350,3750,20,male,18-24
37350,19650,17700,18,female,18-24
47400,18050,29350,20,female,18-24
12450,7400,5050,18,male,18-24
24200,7250,16950,32,male,25-39
52750,29350,23400,24,female,18-24
16900,8100,8800,18,male,18-24
10150,6550,3600,19,male,18-24
28350,18000,10350,18,female,18-24
42200,12250,29950,18,female,18-24
37250,16450,20800,18,female,18-24
40750,14450,26300,18,female,18-24
8950,6850,2100,18,male,18-24
41400,16850,24550,18,female,18-24
28650,16850,11800,19,female,18-24
11150,10450,700,19,male,18-24
10900,10400,500,18,male,18-24
36200,17900,18300,19,female,18-24
35050,12550,22500,18,female,18-24
8400,8700,-300,37,male,25-39
45800,14100,31700,19,female,18-24
16450,10750,5700,36,Female,25-39
49300,26700,22600,21,female,18-24
26500,15150,11350,25,female,25-39
11850,7700,4150,20,male,18-24
11650,11450,200,44,female,40+
47600,20550,27050,22,female,18-24
11050,8500,2550,18,male,18-24
19950,11500,8450,31,male,25-39
9850,7750,2100,18,male,18-24
12750,7600,5150,18,male,18-24
42700,14250,28450,18,female,18-24
20950,10250,10700,28,male,25-39
114000,38750,75250,22,male,18-24
38400,18900,19500,19,female,18-24
20950,12350,8600,34,male,25-39
35100,15250,19850,19,female,18-24
11400,8150,3250,19,male,18-24
23500,17700,5800,32,Female,25-39
123500,45150,78350,21,male,18-24
23100,13100,10000,34,Female,25-39
4550,7850,-3300,18,male,18-24
19800,13350,6450,29,male,25-39
121400,36350,85050,24,male,18-24
14550,8900,5650,28,female,25-39
57100,23700,33400,22,female,18-24
7400,5850,1550,19,male,18-24
45000,14200,30800,19,female,18-24
11150,9200,1950,18,male,18-24
43700,16800,26900,24,female,18-24
39950,17900,22050,19,female,18-24
20850,12500,8350,26,female,25-39
118000,42200,75800,21,male,18-24
124250,34050,90200,21,male,18-24
9450,7850,1600,18,male,18-24
58150,13550,44600,18,female,18-24
9000,7450,1550,20,male,18-24
15000,13850,1150,26,male,25-39
10300,7900,2400,18,male,18-24
11900,6000,5900,20,male,18-24
42100,12650,29450,24,female,18-24
52200,14650,37550,22,female,18-24
106500,33750,72750,21,male,18-24
7000,9400,-2400,18,male,18-24
42150,25050,17100,24,female,18-24
46500,17900,28600,19,female,18-24
17800,14250,3550,27,female,25-39
21300,15450,5850,27,male,25-39
9250,6500,2750,18,male,18-24
10450,7650,2800,20,male,18-24
22200,9650,12550,39,male,25-39
18150,10000,8150,31,male,25-39
11550,7550,4000,18,male,18-24
10800,12000,-1200,41,female,40+
9350,7850,1500,18,male,18-24
20000,13050,6950,30,male,25-39
37100,13500,23600,18,female,18-24
21800,13050,8750,32,Female,25-39
8500,7450,1050,20,male,18-24
39900,19600,20300,19,female,18-24
10000,8350,1650,19,male,18-24
11800,8700,3100,18,male,18-24
10450,8700,1750,18,male,18-24
26400,10050,16350,33,male,25-39
34700,13750,20950,18,female,18-24
9900,7100,2800,18,male,18-24
24300,11650,12650,25,male,25-39
40100,20450,19650,21,female,18-24
8250,7500,750,20,male,18-24
11800,7900,3900,19,male,18-24
32700,16950,15750,19,female,18-24
17850,12200,5650,26,female,25-39
11350,7700,3650,18,male,18-24
32100,11750,20350,19,female,18-24
25450,14400,11050,36,Female,25-39
53750,10200,43550,18,female,18-24
40000,18050,21950,18,female,18-24
55800,21350,34450,21,female,18-24
9400,7700,1700,18,male,18-24
7950,5400,2550,18,male,18-24
8900,7700,1200,20,male,18-24
94150,38300,55850,23,male,18-24
32600,11650,20950,18,female,18-24
15400,16350,-950,37,male,25-39
18450,12950,5500,26,female,25-39
9850,8600,1250,20,male,18-24
15600,14850,750,28,male,25-39
53350,16350,37000,18,female,18-24
27500,13650,13850,18,female,18-24
10150,7600,2550,18,male,18-24
46650,16650,30000,18,female,18-24
8950,7200,1750,18,male,18-24
9150,6500,2650,18,male,18-24
42250,13250,29000,18,female,18-24
11500,8150,3350,20,male,18-24
51800,16750,35050,18,female,18-24
58900,14950,43950,21,female,18-24
10700,8550,2150,20,male,18-24
11000,12000,-1000,43,female,40+
24250,10750,13500,28,male,25-39
122900,40200,82700,23,male,18-24
105650,43050,62600,23,male,18-24
21500,10200,11300,26,male,25-39
15700,12800,2900,36,male,25-39
9100,7050,2050,18,male,18-24
8000,8400,-400,20,male,18-24
35850,10800,25050,19,female,18-24
123450,35450,88000,21,male,18-24
37650,14050,23600,18,female,18-24
19900,13500,6400,34,male,25-39
36550,17100,19450,19,female,18-24
50850,16000,34850,18,female,18-24
47950,12500,35450,19,female,18-24
6700,8700,-2000,18,male,18-24
36150,20700,15450,19,female,18-24
31750,12950,18800,19,female,18-24
8000,5850,2150,20,male,18-24
10400,9550,850,18,male,18-24
38250,12350,25900,19,female,18-24
11950,6450,5500,18,male,18-24
40600,15850,24750,18,female,18-24
36850,13600,23250,18,female,18-24
9700,7550,2150,19,male,18-24
43750,26600,17150,21,female,18-24
19300,10750,8550,35,male,25-39
49900,16850,33050,21,female,18-24
11500,8250,3250,20,male,18-24
29150,14450,14700,31,Female,25-39
8450,8200,250,19,male,18-24
14800,10750,4050,35,Female,25-39
50650,13550,37100,19,female,18-24
20850,11800,9050,25,female,25-39
9800,7500,2300,18,male,18-24
38950,14000,24950,19,female,18-24
21650,11600,10050,26,male,25-39
44550,14200,30350,19,female,18-24
7900,7750,150,20,male,18-24
47200,15250,31950,19,female,18-24
8250,8550,-300,20,male,18-24
22250,13850,8400,33,Female,25-39
8200,6800,1400,18,male,18-24
10950,8600,2350,20,male,18-24
46800,10750,36050,19,female,18-24
58200,13450,44750,24,female,18-24
19350,8900,10450,26,female,25-39
27900,11300,16600,30,male,25-39
12150,11900,250,18,male,18-24
109750,40200,69550,21,male,18-24
57000,18250,38750,21,female,18-24
41200,19850,21350,18,female,18-24
14250,13050,1200,30,male,25-39
17450,8450,9000,31,male,25-39
54150,19000,35150,22,female,18-24
30200,14250,15950,32,male,25-39
135900,38850,97050,22,male,18-24
35000,11800,23200,18,female,18-24
122800,41750,81050,22,male,18-24
6900,7550,-650,18,male,18-24
20400,9650,10750,35,Female,25-39
51350,17000,34350,18,female,18-24
121750,40750,81000,24,male,18-24
21100,13350,7750,34,male,25-39
11950,8500,3450,18,male,18-24
46450,15200,31250,18,female,18-24
9650,9800,-150,19,male,18-24
8250,8350,-100,20,male,18-24
16900,12750,4150,31,male,25-39
13900,8000,5900,20,male,18-24
125200,43900,81300,23,male,18-24
13150,10450,2700,33,Female,25-39
16300,13250,3050,36,Female,25-39
7100,6200,900,19,male,18-24
20600,15950,4650,29,male,25-39
53350,17150,36200,22,female,18-24
25400,11500,13900,35,male,25-39
11400,6650,4750,19,male,18-24
46700,20050,26650,21,female,18-24
11800,7300,4500,19,male,18-24
33650,16800,16850,18,female,18-24
16900,13750,3150,38,male,25-39
22050,14000,8050,29,male,25-39
18100,10750,7350,31,Female,25-39
43200,11050,32150,18,female,18-24
21450,12300,9150,29,FEMALE,25-39
20300,14500,5800,25,male,25-39
7500,7500,0,18,male,18-24
18900,10000,8900,29,male,25-39
42400,21150,21250,18,female,18-24
130550,39850,90700,22,male,18-24
51850,19550,32300,24,female,18-24
49850,18550,31300,18,female,18-24
5950,6100,-150,20,male,18-24
12550,10100,2450,20,male,18-24
13850,9000,4850,19,male,18-24
37450,11700,25750,19,female,18-24
11750,9000,2750,18,male,18-24
10100,11200,-1100,32,Female,25-39
34400,17100,17300,18,female,18-24
9250,7350,1900,18,male,18-24
24900,12300,12600,37,Female,25-39
124450,35300,89150,21,male,18-24
41700,23300,18400,21,female,18-24
44250,15300,28950,19,female,18-24
8050,7900,150,18,male,18-24
13750,8200,5550,19,male,18-24
15000,14650,350,33,Female,25-39
46550,24750,21800,21,female,18-24
33100,15450,17650,19,female,18-24
27900,19350,8550,19,female,18-24
10150,8250,1900,18,male,18-24
11700,6850,4850,18,male,18-24
29950,19200,10750,19,female,18-24
16150,12150,4000,36,male,25-39
138900,36050,102850,21,male,18-24
39850,17150,22700,18,female,18-24
45850,13650,32200,19,female,18-24
121600,40100,81500,21,male,18-24
10200,7200,3000,19,male,18-24
13950,6900,7050,19,male,18-24
17300,13100,4200,34,Female,25-39
38650,15950,22700,18,female,18-24
35400,19900,15500,18,female,18-24
39700,20650,19050,18,female,18-24
39900,11500,28400,18,female,18-24
8500,7850,650,19,male,18-24
13200,6600,6600,19,male,18-24
49500,22100,27400,21,female,18-24
34800,16700,18100,18,female,18-24
18950,13750,5200,26,female,25-39
22100,9950,12150,27,male,25-39
10350,8200,2150,20,male,18-24
6150,8200,-2050,20,male,18-24
40150,17800,22350,18,female,18-24
9250,8000,1250,18,male,18-24
25550,11450,14100,25,male,25-39
33050,16100,16950,18,female,18-24
39500,24100,15400,22,female,18-24
9050,8100,950,20,male,18-24
9150,8300,850,19,male,18-24
20500,10650,9850,26,female,25-39
11050,6750,4300,19,male,18-24
15900,10400,5500,30,FEMALE,25-39
41400,14500,26900,19,female,18-24
48250,14650,33600,18,female,18-24
126400,33000,93400,21,male,18-24
23550,12800,10750,33,male,25-39
40500,20100,20400,21,female,18-24
9200,7650,1550,18,male,18-24
7500,6700,800,20,male,18-24
6850,7750,-900,18,male,18-24
11200,9800,1400,20,male,18-24
47550,16250,31300,19,female,18-24
7550,9050,-1500,18,male,18-24
7950,8150,-200,19,male,18-24
9450,7200,2250,18,male,18-24
46800,21150,25650,23,female,18-24
9400,7150,2250,20,male,18-24
20950,9100,11850,27,female,25-39
47000,16050,30950,19,female,18-24
17600,10550,7050,30,male,25-39
19300,12050,7250,35,male,25-39
6600,6900,-300,18,male,18-24
10300,13250,-2950,34,male,25-39
49850,11550,38300,19,female,18-24
8900,7300,1600,20,male,18-24
13050,6950,6100,18,male,18-24
56050,12850,43200,21,female,18-24
22200,14150,8050,30,male,25-39
8300,8750,-450,20,male,18-24
21050,12500,8550,26,female,25-39
36200,10250,25950,19,female,18-24
10650,9900,750,20,male,18-24
35250,13400,21850,18,female,18-24
22550,13500,9050,30,male,25-39
42850,18850,24000,18,female,18-24
11950,9750,2200,18,male,18-24
44850,13450,31400,18,female,18-24
23350,13100,10250,30,male,25-39
21250,12600,8650,27,female,25-39
10300,7950,2350,20,male,18-24
10500,10000,500,19,male,18-24
15800,10050,5750,30,male,25-39
117550,37050,80500,21,male,18-24
13150,9050,4100,36,Female,25-39
40850,16600,24250,18,female,18-24
19300,10650,8650,32,male,25-39
53750,23450,30300,24,female,18-24
45000,23300,21700,18,female,18-24
9750,8250,1500,18,male,18-24
9400,8000,1400,19,male,18-24
20200,13100,7100,35,Female,25-39
7050,7350,-300,20,male,18-24
60100,23000,37100,21,female,18-24
22600,14250,8350,25,female,25-39
9700,9400,300,19,male,18-24
19900,7500,12400,32,male,25-39
11550,7800,3750,20,male,18-24
10950,7800,3150,19,male,18-24
6550,6250,300,20,male,18-24
29750,11950,17800,18,female,18-24
13150,8250,4900,33,male,25-39
133050,38600,94450,23,male,18-24
10150,8950,1200,19,male,18-24
9200,8600,600,18,male,18-24
16450,10600,5850,25,female,25-39
9900,7300,2600,18,male,18-24
123600,41350,82250,21,male,18-24
120000,31850,88150,21,male,18-24
10450,7250,3200,18,male,18-24
9300,8000,1300,19,male,18-24
10750,10400,350,49,female,40+
110900,43250,67650,23,male,18-24
9250,8200,1050,18,male,18-24
15850,15400,450,25,female,25-39
123700,39150,84550,21,male,18-24
35750,14150,21600,18,female,18-24
23850,13100,10750,18,female,18-24
52650,12300,40350,19,female,18-24
23100,10750,12350,39,male,25-39
15350,12650,2700,27,male,25-39
20700,11200,9500,33,male,25-39
17750,9661700,-9643950,35,male,25-39
20400,10200,10200,33,male,25-39
16850,13150,3700,33,Female,25-39
34050,13350,20700,18,female,18-24
13150,8300,4850,18,male,18-24
18100,14300,3800,31,Female,25-39
39750,9500,30250,19,female,18-24
48900,16200,32700,19,female,18-24
12300,7400,4900,18,male,18-24
9400,6850,2550,20,male,18-24
12600,10150,2450,41,male,40+
3800,8300,-4500,20,male,18-24
9750,9050,700,18,male,18-24
10000,7050,2950,18,male,18-24
40350,18500,21850,18,female,18-24
36000,15300,20700,18,female,18-24
7150,6000,1150,19,male,18-24
10800,7150,3650,19,male,18-24
49350,11650,37700,18,female,18-24
11350,6350,5000,18,male,18-24
12400,7100,5300,18,male,18-24
6650,10650,-4000,20,male,18-24
35200,17850,17350,18,female,18-24
8900,8750,150,19,male,18-24
11250,8500,2750,20,male,18-24
70650,23400,47250,21,female,18-24
12950,6900,6050,19,male,18-24
9400,5900,3500,19,male,18-24
9800,7400,2400,20,male,18-24
7150,9000,-1850,18,male,18-24
7200,8200,-1000,19,male,18-24
18850,15250,3600,31,Female,25-39
57750,18600,39150,21,female,18-24
25100,10850,14250,32,male,25-39
11150,7950,3200,20,male,18-24
17000,11800,5200,37,male,25-39
13300,14000,-700,34,Female,25-39
18850,10550,8300,30,FEMALE,25-39
21500,11700,9800,27,male,25-39
10150,7300,2850,18,male,18-24
10400,11200,-800,42,female,40+
18200,8350,9850,30,male,25-39
109450,41650,67800,21,male,18-24
38350,16900,21450,18,female,18-24
6800,8850,-2050,20,male,18-24
120850,35950,84900,24,male,18-24
20350,11900,8450,32,Female,25-39
62600,20550,42050,21,female,18-24
42950,16000,26950,18,female,18-24
9400,9800,-400,18,male,18-24
10450,7800,2650,20,male,18-24
7900,8100,-200,18,male,18-24
11100,9950,1150,18,male,18-24
124350,43500,80850,21,male,18-24
39950,15150,24800,19,female,18-24
5200,6150,-950,20,male,18-24
20000,12100,7900,38,Female,25-39
13350,13550,-200,33,male,25-39
32100,15450,16650,20,female,18-24
18450,15050,3400,27,male,25-39
4950,8550,-3600,18,male,18-24
9100,8900,200,20,male,18-24
5300,8000,-2700,19,male,18-24
119150,32350,86800,21,male,18-24
17350,13050,4300,27,male,25-39
17550,14550,3000,30,FEMALE,25-39
9900,7900,2000,20,male,18-24
75800,18700,57100,21,female,18-24
11200,11700,-500,40,male,40+
20250,15850,4400,28,FEMALE,25-39
9750,7500,2250,18,male,18-24
27550,16100,11450,19,female,18-24
34750,18650,16100,18,female,18-24
26700,15100,11600,18,female,18-24
42700,17600,25100,18,female,18-24
54550,15050,39500,21,female,18-24
59600,11600,48000,18,female,18-24
100650,41200,59450,22,male,18-24
7850,7950,-100,18,male,18-24
11900,10150,1750,20,male,18-24
8800,8150,650,19,male,18-24
10850,11700,-850,27,female,25-39
24150,12250,11900,31,male,25-39
20600,9750,10850,18,female,18-24
45300,23800,21500,21,female,18-24
54900,18850,36050,21,female,18-24
10300,6250,4050,18,male,18-24
9250,6850,2400,18,male,18-24
46800,22450,24350,22,female,18-24
7450,7750,-300,20,male,18-24
15850,9750,6100,29,male,25-39
9800,7150,2650,20,male,18-24
8500,9500,-1000,20,male,18-24
111400,39350,72050,21,male,18-24
50100,20950,29150,19,female,18-24
40850,24850,16000,21,female,18-24
10500,9650,850,18,male,18-24
20500,10550,9950,39,Female,25-39
9700,6500,3200,19,male,18-24
17450,13600,3850,25,female,25-39
26000,10900,15100,33,male,25-39
8800,7050,1750,18,male,18-24
47350,16250,31100,18,female,18-24
65000,26000,39000,21,female,18-24
32300,18900,13400,18,female,18-24
119650,37200,82450,21,male,18-24
12450,9650,2800,32,Female,25-39
8000,6950,1050,20,male,18-24
19800,10350,9450,29,FEMALE,25-39
40650,21450,19200,18,female,18-24
6500,7850,-1350,19,male,18-24
23200,13050,10150,34,Female,25-39
9950,7600,2350,19,male,18-24
38850,15500,23350,18,female,18-24
8600,7350,1250,19,male,18-24
9050,7950,1100,19,male,18-24
21750,9450,12300,27,female,25-39
9300,8400,900,19,male,18-24
11700,7300,4400,19,male,18-24
52700,19500,33200,23,female,18-24
9150,7750,1400,19,male,18-24
22800,14100,8700,29,FEMALE,25-39
36050,14800,21250,20,female,18-24
53700,24100,29600,22,female,18-24
14950,13000,1950,26,male,25-39
56850,21600,35250,18,female,18-24
11450,7000,4450,18,male,18-24
9200,8900,300,20,male,18-24
23950,14850,9100,30,FEMALE,25-39
10800,7800,3000,20,male,18-24
10600,8350,2250,19,male,18-24
26400,10550,15850,25,female,25-39
23200,12950,10250,39,male,25-39
12750,8750,4000,18,male,18-24
47000,21950,25050,21,female,18-24
67250,24000,43250,23,female,18-24
9400,8600,800,20,male,18-24
125200,44250,80950,23,male,18-24
43200,15750,27450,18,female,18-24
18850,8250,10600,30,FEMALE,25-39
32300,9950,22350,18,female,18-24
41300,15150,26150,19,female,18-24
20100,10050,10050,31,male,25-39
40050,25850,14200,21,female,18-24
53200,19550,33650,22,female,18-24
37650,17450,20200,18,female,18-24
12150,7350,4800,19,male,18-24
11150,12400,-1250,31,male,25-39
38300,18450,19850,19,female,18-24
10800,9050,1750,19,male,18-24
64100,28300,35800,21,female,18-24
43300,8350,34950,18,female,18-24
38900,8850,30050,18,female,18-24
8350,8500,-150,18,male,18-24
19200,10100,9100,27,male,25-39
22950,11100,11850,27,female,25-39
19150,11500,7650,25,male,25-39
34650,15150,19500,19,female,18-24
33950,12600,21350,19,female,18-24
24450,14250,10200,27,male,25-39
111550,40850,70700,21,male,18-24
6150,7050,-900,19,male,18-24
42550,16950,25600,18,female,18-24
25500,12300,13200,35,Female,25-39
18000,12800,5200,29,FEMALE,25-39
50700,16750,33950,24,female,18-24
15600,9200,6400,29,male,25-39
16700,12050,4650,28,FEMALE,25-39
31800,8750,23050,19,female,18-24
10500,5750,4750,19,male,18-24
9450,7950,1500,20,male,18-24
11400,7000,4400,19,male,18-24
9650,7100,2550,18,male,18-24
55150,17450,37700,22,female,18-24
45200,18700,26500,18,female,18-24
17200,14400,2800,29,FEMALE,25-39
9950,6950,3000,18,male,18-24
9100,8000,1100,20,male,18-24
42150,16200,25950,18,female,18-24
9950,9650,300,20,male,18-24
41750,14850,26900,19,female,18-24
11950,7050,4900,19,male,18-24
145250,35750,109500,21,male,18-24
20850,13000,7850,34,male,25-39
11750,8400,3350,20,male,18-24
19900,11450,8450,26,male,25-39
10300,8250,2050,18,male,18-24
20550,10800,9750,25,male,25-39
11100,8500,2600,18,male,18-24
14950,10700,4250,35,Female,25-39
12000,6050,5950,19,male,18-24
31200,8700,22500,19,female,18-24
49400,12600,36800,18,female,18-24
24350,14450,9900,39,Female,25-39
10950,7600,3350,20,male,18-24
28100,13800,14300,18,female,18-24
22150,7850,14300,35,male,25-39
32250,16250,16000,19,female,18-24
13400,14150,-750,28,male,25-39
22450,14350,8100,18,female,18-24
10900,6050,4850,18,male,18-24
9950,8700,1250,18,male,18-24
11600,7800,3800,18,male,18-24
8700,7600,1100,19,male,18-24
7550,8750,-1200,18,male,18-24
10450,10450,0,18,male,18-24
55150,16500,38650,18,female,18-24
10400,9400,1000,20,male,18-24
8000,7900,100,18,male,18-24
130100,33100,97000,21,male,18-24
11150,7450,3700,18,male,18-24
8700,8800,-100,19,male,18-24
12100,9500,2600,18,male,18-24
21000,11200,9800,27,male,25-39
19500,8550,10950,31,male,25-39
54250,25800,28450,22,female,18-24
11950,7050,4900,18,male,18-24
9650,8950,700,18,male,18-24
11950,9750,2200,18,male,18-24
37000,15150,21850,18,female,18-24
10350,8550,1800,18,male,18-24
61450,16750,44700,21,female,18-24
49200,11900,37300,18,female,18-24
13150,8650,4500,18,male,18-24
38300,12700,25600,19,female,18-24
48150,12800,35350,19,female,18-24
9750,8400,1350,20,male,18-24
12000,9550,2450,20,male,18-24
7100,8400,-1300,18,male,18-24
17250,13400,3850,34,Female,25-39
14800,8650,6150,32,male,25-39
21600,10550,11050,25,female,25-39
111150,45150,66000,21,male,18-24
13150,9350,3800,20,male,18-24
15000,11800,3200,35,Female,25-39
11500,10200,1300,40,female,40+
10900,8250,2650,20,male,18-24
6850,7000,-150,20,male,18-24
42150,12750,29400,18,female,18-24
34550,12550,22000,19,female,18-24
10100,11300,-1200,48,female,40+
115700,39400,76300,21,male,18-24
44100,11650,32450,19,female,18-24
7300,7650,-350,18,male,18-24
17600,11150,6450,30,male,25-39
8600,9750,-1150,18,male,18-24
23700,9750,13950,26,female,25-39
8550,7200,1350,19,male,18-24
17850,10700,7150,28,FEMALE,25-39
38350,11550,26800,18,female,18-24
8950,7300,1650,19,male,18-24
20450,14450,6000,36,male,25-39
22450,9600,12850,31,male,25-39
38550,16550,22000,19,female,18-24
20350,15000,5350,37,Female,25-39
37150,13650,23500,19,female,18-24
11350,7200,4150,18,male,18-24
48250,18800,29450,21,female,18-24
36200,16050,20150,18,female,18-24
17350,15950,1400,36,male,25-39
35400,13500,21900,19,female,18-24
20950,11950,9000,39,male,25-39
7850,8500,-650,18,male,18-24
44300,15500,28800,18,female,18-24
13900,7850,6050,18,male,18-24
17400,13250,4150,32,male,25-39
5650,7800,-2150,20,male,18-24
11450,6600,4850,19,male,18-24
8450,8000,450,19,male,18-24
49750,18250,31500,22,female,18-24
44550,15300,29250,19,female,18-24
20450,13400,7050,33,male,25-39
11050,7550,3500,18,male,18-24
7200,9100,-1900,19,male,18-24
8800,7550,1250,19,male,18-24
33050,11200,21850,19,female,18-24
5350,8300,-2950,18,male,18-24
48250,16700,31550,18,female,18-24
52850,14600,38250,19,female,18-24
13400,6700,6700,18,male,18-24
22650,9450,13200,34,Female,25-39
24150,9750,14400,32,Female,25-39
8450,6650,1800,20,male,18-24
22650,10900,11750,18,female,18-24
9650,9300,350,18,male,18-24
37600,19200,18400,19,female,18-24
19000,9200,9800,25,male,25-39
34550,16350,18200,18,female,18-24
10000,9400,600,20,male,18-24
48900,8150,40750,20,female,18-24
21350,10100,11250,31,Female,25-39
18250,13950,4300,36,Female,25-39
8200,8900,-700,18,male,18-24
47750,16400,31350,18,female,18-24
16850,11850,5000,33,Female,25-39
11050,7500,3550,19,male,18-24
46100,12550,33550,19,female,18-24
9700,8050,1650,18,male,18-24
7500,9050,-1550,20,male,18-24
11100,6350,4750,19,male,18-24
37500,14900,22600,18,female,18-24
9700,7950,1750,19,male,18-24
29400,12800,16600,28,male,25-39
6850,9050,-2200,20,male,18-24
8900,6850,2050,18,male,18-24
15650,18400,-2750,29,FEMALE,25-39
49400,11100,38300,18,female,18-24
100300,37550,62750,21,male,18-24
10200,7300,2900,18,male,18-24
31650,7050,24600,19,female,18-24
6850,7450,-600,19,male,18-24
7450,7750,-300,20,male,18-24
42150,11250,30900,19,female,18-24
70550,15650,54900,21,female,18-24
9050,7400,1650,19,male,18-24
15200,7400,7800,18,male,18-24
27700,10600,17100,28,FEMALE,25-39
24550,17400,7150,19,female,18-24
11350,8200,3150,18,male,18-24
126250,43450,82800,24,male,18-24
32300,15200,17100,18,female,18-24
32750,12700,20050,19,female,18-24
39750,11750,28000,19,female,18-24
15750,15600,150,31,male,25-39
8250,8100,150,18,male,18-24
19150,10600,8550,34,male,25-39
20900,10700,10200,25,male,25-39
8450,8800,-350,18,male,18-24
16100,9000,7100,27,female,25-39
49750,16950,32800,18,female,18-24
4900,7600,-2700,20,male,18-24
33600,17550,16050,18,female,18-24
48200,12350,35850,18,female,18-24
30600,12350,18250,18,female,18-24
11800,7800,4000,18,male,18-24
46550,10150,36400,18,female,18-24
7700,7750,-50,18,male,18-24
130550,40050,90500,24,male,18-24
27850,9450,18400,30,FEMALE,25-39
56400,9400,47000,21,female,18-24
43000,13100,29900,18,female,18-24
11600,11350,250,44,female,40+
30800,10850,19950,29,FEMALE,25-39
45850,14700,31150,18,female,18-24
11000,9650,1350,20,male,18-24
10100,8250,1850,18,male,18-24
16200,11000,5200,35,male,25-39
9750,5650,4100,18,male,18-24
10550,7750,2800,19,male,18-24
44400,10150,34250,18,female,18-24
9050,7650,1400,18,male,18-24
21350,15300,6050,35,Female,25-39
20450,10900,9550,33,Female,25-39
9650,8400,1250,18,male,18-24
39000,13250,25750,19,female,18-24
11950,10050,1900,19,male,18-24
10400,7300,3100,20,male,18-24
7400,5800,1600,20,male,18-24
8750,7800,950,20,male,18-24
19850,11550,8300,38,Female,25-39
27450,17600,9850,19,female,18-24
9100,9900,-800,18,male,18-24
17050,14150,2900,36,male,25-39
30950,19050,11900,18,female,18-24
32050,13400,18650,18,female,18-24
10900,7150,3750,18,male,18-24
16500,12350,4150,30,male,25-39
41700,16000,25700,19,female,18-24
18650,14750,3900,30,FEMALE,25-39
9700,5650,4050,18,male,18-24
